0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
"Ghodawat Pan Masala Products (I)Pvt Ltd.,",5.40,Wind,Chitradurga,Karnataka,30-Mar-2003,
Panama Business Centre,0.60,Wind,Chitradurga,Karnataka,30-Mar-2003,
"Suttati Enterprises Pvt Ltd.,",1.20,Wind,Chitradurga,Karnataka,30-Mar-2003,
Jindal Aluminium Ltd.-EIL,0.60,,Chitradurga,Karnataka,30-Mar-2003,
Friends associate Power Projects.,0.23,Wind,Chitradurga,Karnataka,1-Apr-2003,
Supreme Power Company,0.60,Wind,Chitradurga,Karnataka,1-Apr-2003,
"Enercon Windfarms (India) Ltd.,",7.20,Wind,Chitradurga,Karnataka,14-May-2003,
Elveety Industries Ltd.,0.50,Wind,Chitradurga,Karnataka,21-May-2003,
Indan Energy Pvt. Ltd (FIZA),0.75,Wind,Chitradurga,Karnataka,21-May-2003,
NEG Micon (I) Pvtl. Ltd,3.80,Wind,Chitradurga,Karnataka,21-May-2003,
Jindal Aluminium Ltd. (FIZA),1.90,Wind,Chitradurga,Karnataka,21-May-2003,
