0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
6070,Texmo Industries,0.80,Dindugal,Wind,29-Sep-2009
6071,DESIGNCO,0.60,Tuticorin,Wind,30-Sep-2009
6072,DESIGNCO,0.60,Tuticorin,Wind,30-Sep-2009
6073,/s.G2 TECHNOLOGY SOLUTIONS INDIA PVT LT,0.60,Tirunelveli,Wind,30-Sep-2009
6074,"A.P.A. TEXTILES (INDIA) (P) LTD.,",0.60,Tirunelveli,Wind,30-Sep-2009
6075,"HAZEL MERCANTILE LTD.,",0.60,Tirunelveli,Wind,30-Sep-2009
6076,"HAZEL MERCANTILE LTD.,",0.60,Tirunelveli,Wind,30-Sep-2009
6077,VISHWAS JOSHI,0.60,Tirunelveli,Wind,30-Sep-2009
6078,GAURAV STAR,0.23,Tirunelveli,Wind,30-Sep-2009
6079,"FINESTAR JEWELLERY & DIAMONDS (P) LTD.,",0.23,Tirunelveli,Wind,30-Sep-2009
