0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
5390,The Ramco Cements Limited,1.65,Udumalpet,Wind,25-Sep-2008
5391,The Ramco Cements Limited,1.65,Udumalpet,Wind,25-Sep-2008
5392,KALEESWARI INFRATEC PVT.LTD.,0.60,palladam,Wind,25-Sep-2008
5393,Ramnath & Co. Pvt. Ltd.,0.25,palladam,Wind,25-Sep-2008
5394,Pathi Exports,0.25,palladam,Wind,25-Sep-2008
5395,Sampoorna Shree Spinning Mills (P) Ltd.,0.23,palladam,Wind,25-Sep-2008
5396,VARUNRAM ENTERPRISES,0.60,palladam,Wind,25-Sep-2008
5397,"CEEBROS HOTELS (P) LTD.,",1.25,Tirunelveli,Wind,26-Sep-2008
5398,"P.M.GRANITE EXPORT (P) LTD.,",1.25,Tirunelveli,Wind,26-Sep-2008
5399,"HOTEL LEELAVENTURE LTD.,",0.25,Tirunelveli,Wind,26-Sep-2008
