0,1,2,3,4,5,6
S.NO,Name of Plant,InstalledCapacity (MW),Type,Location (District),State,Date ofCommissioning
81,Sri Chakra Cements Pvt Ltd,2.00,solar,Dist Chittor,Andhra Pradesh,9-Feb-2017
82,SBG Cleantech Projects Co- Pvt Ltd,182.00,solar,Dist Kurnool,Andhra Pradesh,27-Feb-2017
83,"IFMR, Sree City, Kalahasthi",0.50,solar,Dist Chittor,Andhra Pradesh,10-Mar-2017
84,SVR Corporation Pvt Ltd,2.00,solar,Dist Chittor,Andhra Pradesh,15-Mar-2017
85,"SSR Agro Energy, 1/5 GajulapelluruVillage",1.00,solar,Dist Kurnool,Andhra Pradesh,15-Mar-2017
86,SBG Cleantech Projects Co- Pvt Ltd,68.00,solar,Dist Ananthapuramu,Andhra Pradesh,22-Mar-2017
87,Nateems Green Energy Pvt Ltd,9.90,solar,Dist Kurnool,Andhra Pradesh,24-Mar-2017
88,SBG Cleantech Projects Co- Pvt Ltd,100.00,solar,Dist Godavari,Andhra Pradesh,29-Mar-2017
89,GSL Educational Sociey,1.50,solar,Dist Kurnool,Andhra Pradesh,31-Mar-2017
