0,1,2,3,4,5,6
S. No.,Name of Project,Installed Capacity(MW),Name of theDeveloper,Type,Location(District),Date ofCommissioning
704,Altrade Minerals Ltd.,3.00,Suzlon,Wind,Jodhpur,31-Aug-2011
705,Hindustan Zinc Ltd.,8.40,Suzlon,Wind,Jaisalmer,1-Sep-2011
706,IL & FS Wind PowerLimited,4.80,Enercon,Wind,Jaisalmer,7-Sep-2011
707,Eros For Sanitarywares,1.25,Suzlon,Wind,Jaisalmer,8-Sep-2011
708,Tarini Minerals Pvt. Ltd.,1.50,Suzlon,Wind,Jodhpur,14-Sep-2011
709,Hindustan Zinc Ltd.,4.20,Suzlon,Wind,Jaisalmer,22-Sep-2011
710,Enn Enn Corp Ltd,3.75,Suzlon,Wind,Jaisalmer,22-Sep-2011
711,Gupta Global ResourcesLtd,2.10,Suzlon,Wind,Jaisalmer,23-Sep-2011
712,Rajasthan Gums Pvt Ltd.,1.50,Suzlon,Wind,Jodhpur,24-Sep-2011
713,Tarini Minerals Pvt. Ltd.,3.00,Suzlon,Wind,Jodhpur,24-Sep-2011
714,IL & FS Wind PowerLimited,5.60,Enercon,Wind,Jaisalmer,26-Sep-2011
715,Hindustan Zinc Ltd.,6.30,Suzlon,Wind,Jaisalmer,29-Sep-2011
716,Hindustan Zinc Ltd.,2.10,Suzlon,Wind,Jaisalmer,30-Sep-2011
717,Rajasthan Gums Pvt Ltd.,2.10,Suzlon,Wind,Jaisalmer,30-Sep-2011
718,Caparo Energy IndiaLimited,2.10,Suzlon,Wind,Jaisalmer,30-Sep-2011
