0,1,2,3,4,5,6
S. No.,Name of Project,Installed Capacity(MW),Name of theDeveloper,Type,Location(District),Date ofCommissioning
239,Chemical MineralIndustries Pvt. Ltd.,0.80,Enercon,Wind,Jaisalmer,29-Mar-2006
240,Ushdev InternationalLtd.,2.40,Enercon,Wind,Jaisalmer,29-Mar-2006
241,JN Investment & TradingCo. Pvt. Ltd.,0.80,Enercon,Wind,Jaisalmer,29-Mar-2006
242,Metalfab Hightech Pvt.Ltd.,0.80,Enercon,Wind,Jaisalmer,31-Mar-2006
243,Cepco Industries Pvt.Ltd.,3.20,Enercon,Wind,Jaisalmer,31-Mar-2006
244,Cepco Industries Pvt.Ltd.,1.60,Enercon,Wind,Jaisalmer,31-Mar-2006
245,Cepco Industries Pvt.Ltd.,2.40,Enercon,Wind,Jaisalmer,13-May-2006
246,Rajasthan RenewableEnergy Corporation Ltd.,4.80,Vestas,Wind,Jaisalmer,27-May-2006
247,Mahanagar Developers,4.00,Enercon,Wind,Jaisalmer,30-Sep-2006
248,RSMML (State Own),12.60,Vestas,Wind,Jaisalmer,30-Sep-2006
249,Kamdhenu Ispat Ltd.,1.25,Suzlon,Wind,Jaisalmer,30-Sep-2006
250,Vijay Bhawnani,0.35,Suzlon,Wind,Jaisalmer,30-Sep-2006
251,Deepak Bhawnani,0.35,Suzlon,Wind,Jaisalmer,30-Sep-2006
252,Prakash Bhawnani,0.35,Suzlon,Wind,Jaisalmer,30-Sep-2006
253,Shree Agencies Pvt. Ltd.,1.05,Suzlon,Wind,Jaisalmer,30-Sep-2006
