0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
6140,"AAA ADVERTISEMENT (P) LTD.,",0.23,Tirunelveli,Wind,15-Feb-2010
6141,"AAA ADVERTISEMENT (P) LTD.,",0.23,Tirunelveli,Wind,16-Feb-2010
6142,FINECOT SPINNING MILLS PVT.LTD.,0.25,palladam,Wind,16-Feb-2010
6143,"PASUMAI POWER (P) LTD.,",0.25,Tirunelveli,Wind,17-Feb-2010
6144,"SOUTHERN SCRIBE INSTRUMENTS (P) LTD.,",0.25,Tirunelveli,Wind,19-Feb-2010
6145,Century Energy Trading LLP,1.65,Udumalpet,Wind,22-Feb-2010
6146,Sri Manohar Jewellery,0.25,Udumalpet,Wind,24-Feb-2010
6147,A.K GREEN PVT LTD,0.60,palladam,Wind,24-Feb-2010
6148,"RAJESWARI RENEWRESOURCES PVT.LTD.,",0.25,Tirunelveli,Wind,25-Feb-2010
6149,LAXMICHAND SUNARDAS,0.25,Tirunelveli,Wind,25-Feb-2010
