0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
1850,KKS Khader Mohideen Shaib Sons,0.90,Udumalpet,Wind,2-Sep-2004
1851,Arin Wind Power,0.23,Udumalpet,Wind,2-Sep-2004
1852,KKSK Tanning COMPANY (P) Ltd,0.23,Udumalpet,Wind,2-Sep-2004
1853,"CLARION WIND FARM (P) LTD.,",1.25,Tirunelveli,Wind,2-Sep-2004
1854,"CLARION WIND FARM (P) LTD.,",1.25,Tirunelveli,Wind,2-Sep-2004
1855,"CLARION WIND FARM (P) LTD.,",1.25,Tirunelveli,Wind,2-Sep-2004
1856,PMP IRON AND STEELS INDIA LIMITED,0.60,Tirunelveli,Wind,3-Sep-2004
1857,"SMP TEXTILE  MILLS (P) LTD.,",0.60,Tirunelveli,Wind,3-Sep-2004
1858,SANTHI CASTING WORKS,0.50,Tirunelveli,Wind,3-Sep-2004
1859,SANTHI CASTING WORKS,0.50,Tirunelveli,Wind,3-Sep-2004
