0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
2760,Everest Spinners India P Ltd,0.23,Udumalpet,Wind,27-May-2005
2761,Salona Cotspin Ltd,0.75,Udumalpet,Wind,27-May-2005
2762,City Mills P Ltd,1.65,Udumalpet,Wind,27-May-2005
2763,Amd Green Energy India P Ltd,0.23,palladam,Wind,27-May-2005
2764,Sam Bros Tex Global Limited,0.23,palladam,Wind,27-May-2005
2765,Vijay Renewable Energy,0.45,palladam,Wind,27-May-2005
2766,Kms Green Energy India Pvt.Ltd,0.25,palladam,Wind,27-May-2005
2767,L.K.Textiles (P) Ltd,0.33,palladam,Wind,27-May-2005
2768,AMARAVATHI TEXTILES,0.85,Tirunelveli,Wind,28-May-2005
E2E7 6A9Y,ANAR SPINNING AND WEAVING MILLS PRIVATE,LIMITED0.85,Tirunelveli,Wind,28-May-2005
