0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
"Fatehpurai Transformer &Switchgears (P) Ltd.,",0.80,Wind,Gadag,Karnataka,29-Dec-2006,
"M K Agrotech (P) Ltd.,",0.80,Wind,Gadag,Karnataka,29-Dec-2006,
VXL Systems,0.80,Wind,Gadag,Karnataka,29-Dec-2006,
Cavery Coffee Traders,0.80,Wind,Gadag,Karnataka,29-Dec-2006,
Gangadhar Narsingdas Agarwal,2.40,Wind,Gadag,Karnataka,29-Dec-2006,
Gangadhar Narsingdas Agarwal,1.60,Wind,Gadag,Karnataka,29-Dec-2006,
"Abhilash Garments and Estates (P)Ltd.,",0.80,Wind,Gadag,Karnataka,29-Dec-2006,
"Siddaganga Oil Extractions Ltd.,",1.60,Wind,Gadag,Karnataka,29-Dec-2006,
Gemscab Industries Solutions,0.80,Wind,Gadag,Karnataka,29-Dec-2006,
Prasad Global Solutions,0.80,Wind,Gadag,Karnataka,29-Dec-2006,
"Protectron Electromech (P) Ltd.,",0.80,Wind,Gadag,Karnataka,29-Dec-2006,
