0,1,2,3,4,5,6
S. No.,Project Name,InstalledCapacity (MW),Type,Location (District),State,Commissioned Date
112,Rajasthan Gum (P)Limited,8.00,Solar,Pali,Rajasthan,30-Sep-2013
113,Shree Ram Industries,5.00,Solar,Pali,Rajasthan,30-Sep-2013
114,Rajasthan Partika (2ndProjects),5.00,Solar,Bikaner,Rajasthan,30-Sep-2013
115,DESIGNCO,2.00,Solar,Bikaner,Rajasthan,30-Sep-2013
116,Lohia Developers (India)Pvt. Limited,2.50,Solar,Bikaner,Rajasthan,30-Sep-2013
117,K C (India) Limited,2.00,Solar,Bikaner,Rajasthan,30-Sep-2013
118,Alliance Land Developers(P) Limited,2.00,Solar,Bikaner,Rajasthan,30-Sep-2013
119,Lohia Gramin Vikas Pvt.Limited,1.00,Solar,Bikaner,Rajasthan,30-Sep-2013
120,Prakash Powers,1.00,Solar,Bikaner,Rajasthan,30-Sep-2013
121,Bhansali International,1.00,Solar,Pali,Rajasthan,1-Oct-2013
