0,1,2,3,4,5,6
S.NO,Name of Plant,InstalledCapacity (MW),Type,Location (District),State,Date ofCommissioning
108,Odysseus Logos LLP,2.00,solar,Dist Ananthapuramu,Andhra Pradesh,19-Apr-2018
109,Arkha Solar Power Pvt Ltd,9.90,solar,Dist Kadapa,Andhra Pradesh,2-Apr-2018
110,Azure Power India Pvt,50.00,solar,Dist Chittor,Andhra Pradesh,30-Apr-2018
111,Waneep Solar Pvt Ltd,4.00,solar,Dist Kadapa,Andhra Pradesh,24-May-2018
112,M/s. ACME karnal Solar Power PvtLtd,50.00,solar,Dist Kadapa,Andhra Pradesh,14-Jun-2018
113,M/s. ACME karnal Solar Power PvtLtd,50.00,solar,Dist Kadapa,Andhra Pradesh,14-Jun-2018
114,M/s. FRV Andhra Pradesh SolarFarm-I Pvt Ltd,50.00,solar,Dist Kadapa,Andhra Pradesh,14-Jun-2018
115,M/s. Tata Power Renewable EnergyLimited,100.00,solar,Dist Kadapa,Andhra Pradesh,14-Jun-2018
116,M/s. Slylandro Power Pvt Ltd,1.00,solar,Dist Prakasam,Andhra Pradesh,18-Jun-2018
