0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
5500,"CITRON ECO POWER (P) LTD.,",1.50,Tirunelveli,Wind,30-Sep-2008
5501,"TULIP RENEWABLE POWERTECH (P) LTD.,",1.50,Tirunelveli,Wind,30-Sep-2008
5502,R.C.R.ECO-POWER,0.60,Tirunelveli,Wind,30-Sep-2008
5503,"CAPE ELECTRIC POWER PRODUCTION P LTD.,",0.60,Tirunelveli,Wind,30-Sep-2008
5504,"KASTURI ESTATES (P) LTD.,",0.60,Tirunelveli,Wind,30-Sep-2008
5505,A.K.GREEN PVT LTD,0.25,Tirunelveli,Wind,30-Sep-2008
5506,RAJAT TRADING COMPANY,0.60,Tirunelveli,Wind,30-Sep-2008
5507,"MOHAN MUTHA EXPORTS (P) LTD.,",1.25,Tirunelveli,Wind,30-Sep-2008
5508,M/s ITC Limited,1.65,Theni,Wind,30-Sep-2008
5509,M/s ITC Limited,1.65,Theni,Wind,30-Sep-2008
