0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
6280,G.N.CHANDU (HUE),0.23,Tirunelveli,Wind,25-Mar-2010
6281,"ARRAHMAN WIND ENERGY (P) LTD.,",0.23,Tirunelveli,Wind,25-Mar-2010
6282,"RAMESH CONDUCTORS (P) LTD.,",0.80,Tirunelveli,Wind,25-Mar-2010
6283,"PAHARPUR COOLING TOWERS LTD.,",0.80,Tirunelveli,Wind,25-Mar-2010
6284,"PAHARPUR COOLING TOWERS LTD.,",0.80,Tirunelveli,Wind,25-Mar-2010
6285,"SHREE M.T.K. TEXTILES PRIVATE LIMITED.,",0.60,Tirunelveli,Wind,25-Mar-2010
6286,STAR ECO ENERGY PRIVATE LIMITED,0.60,Tirunelveli,Wind,25-Mar-2010
6287,"SHREE M.T.K. TEXTILES PRIVATE LIMITED.,",0.60,Tirunelveli,Wind,25-Mar-2010
6288,STAR ECO ENERGY PRIVATE LIMITED,0.60,Tirunelveli,Wind,25-Mar-2010
6289,"PAHARPUR COOLING TOWERS LTD.,",0.60,Tirunelveli,Wind,25-Mar-2010
