0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
10,STANDARD WIND FARM,0.25,Tuticorin,Wind,21-Mar-1991
11,PSD WIND ENERGY PVT LTD,0.25,Tuticorin,Wind,21-Mar-1991
12,SEYAD COTTON MILLS LTD,0.25,Tuticorin,Wind,30-Mar-1991
13,SRI GOMATHY MILLS PVT LTD,0.25,Tuticorin,Wind,31-Mar-1991
14,Aqua Sub Engineering,0.75,Kanyakumari,Wind,25-Mar-1992
15,AquaSub Engineering,0.75,Kanyakumari,Wind,25-Mar-1992
16,Lakshmi Card Clothing Mfg.CO.P.Ltd,0.50,Kanyakumari,Wind,25-Mar-1992
17,HENEL ENGINEERS P.LTD,0.25,Kanyakumari,Wind,25-Mar-1992
18,SHEELA MARKETING ASSOCIATES,0.25,Tuticorin,Wind,27-Mar-1992
19,SUNDARAM FASTENERS LTD,0.25,Tuticorin,Wind,27-Mar-1992
