0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
5460,"CITRON ECO POWER (P) LTD.,",1.50,Tirunelveli,Wind,29-Sep-2008
5461,"CITRON ECO POWER (P) LTD.,",1.50,Tirunelveli,Wind,29-Sep-2008
5462,"CITRON ECO POWER (P) LTD.,",1.50,Tirunelveli,Wind,29-Sep-2008
5463,"CITRON ECO POWER (P) LTD.,",1.50,Tirunelveli,Wind,29-Sep-2008
5464,"CITRON ECO POWER (P) LTD.,",1.50,Tirunelveli,Wind,29-Sep-2008
5465,"CITRON ECO POWER (P) LTD.,",1.50,Tirunelveli,Wind,29-Sep-2008
5466,"CITRON ECO POWER (P) LTD.,",1.50,Tirunelveli,Wind,29-Sep-2008
5467,WHITE HOUSE,0.60,Tirunelveli,Wind,29-Sep-2008
5468,"K.A.S.INDUSTRIES INDIA (P) LTD.,",0.60,Tirunelveli,Wind,29-Sep-2008
H54E6T9TI,AD MORIMURA SEMICONDUCTOR MATERIAL,VT LTD0.60,Tirunelveli,Wind,29-Sep-2008
