0,1,2,3,4,5,6
S.No,Project Name,InstalledCapacity(MW),Type,Location,State,CommissioningDate
19,FRIENDS SALT WORKS & ALLIED INDUSTRIES(2.5 MW),2.50,Solar,,Madhya Pradesh,
20,GTC POWER PVT. LTD.,0.63,Solar,,Madhya Pradesh,
21,GUJARAT AMBUJA EXPORT LTD,1.00,Solar,,Madhya Pradesh,
22,GUJARAT APOLLO IND. LTD.,1.00,Solar,,Madhya Pradesh,
23,"HAET ENERGIES, SUSNER",0.50,Solar,,Madhya Pradesh,
24,HINDUSTAN PLATINUM PVT LTD (2.5 MW),2.50,Solar,,Madhya Pradesh,
25,HINDUSTAN PLATINUM PVT LTD (1.25 MW),1.25,Solar,,Madhya Pradesh,
26,INDRA VIDHYA POWER,0.63,Solar,,Madhya Pradesh,
27,IPF-VIKRAM INDIA LTD.,1.25,Solar,,Madhya Pradesh,
28,J K MINERALS,0.63,Solar,,Madhya Pradesh,
29,KANDLA AGRO & CHEMICALS PVT. LTD.,2.00,Solar,,Madhya Pradesh,
30,MAKSON HEALTHCARE P LTD-II BAROD,0.63,Solar,,Madhya Pradesh,
31,NEEVYA SOLAR LLP,0.63,Solar,,Madhya Pradesh,
32,OSWAL SALT & CHEMICAL INDUSTRIES,2.50,Solar,,Madhya Pradesh,
33,"PNG SYNERGY PVT LTD,SUSNER",2.00,Solar,,Madhya Pradesh,
34,RANJAN BEN P. CHOVTIA,0.63,Solar,,Madhya Pradesh,
35,SANPOWER SOLAR LLP,0.63,Solar,,Madhya Pradesh,
