0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
Ablilash Software DevelopmentCentre,1.60,Wind,Haveri,Karnataka,27-Sep-2012,
Prasad Technology Park (P) Limited,1.60,Wind,Haveri,Karnataka,27-Sep-2012,
Tadas Wind Energy Limited,4.80,Wind,Haveri,Karnataka,27-Sep-2012,
Swastik Constructions Services,0.80,Wind,Haveri,Karnataka,27-Sep-2012,
Giriraj Enterprises,10.50,Wind,Belgaum,Karnataka,29-Sep-2012,
Giriraj Enteprises  (Abletech ElectroEngineers,2.10,Wind,Haveri,Karnataka,8-Oct-2012,
Tadas Wind Energy Limited,4.00,Wind,Haveri,Karnataka,25-Oct-2012,
Tadas Wind Energy Limited,4.80,Wind,Haveri,Karnataka,13-Nov-2012,
Tadas Wind Energy Limited,3.20,Wind,Haveri,Karnataka,26-Nov-2012,
Renew Wind Power (Karnataka) PvtLimited,2.40,Wind,Dharwad,Karnataka,7-Dec-2012,
Renew Wind Power (Karnataka) PvtLimited,4.00,Dharwad,Karnataka,24-Dec-2012,,
