0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
3370,"ARK WIND MILLS (P) LTD.,",0.23,Tirunelveli,Wind,24-Feb-2006
3371,AMARAVATHI TEXTILES,0.85,Tirunelveli,Wind,24-Feb-2006
3372,"PLANT LIPIDS (P) LTD.,",0.60,Tirunelveli,Wind,24-Feb-2006
3373,"PLANT LIPIDS (P) LTD.,",0.60,Tirunelveli,Wind,24-Feb-2006
3374,"PLANT LIPIDS (P) LTD.,",0.60,Tirunelveli,Wind,24-Feb-2006
3375,"PLANT LIPIDS (P) LTD.,",0.60,Tirunelveli,Wind,24-Feb-2006
3376,M/s. Neeraj Enterprises Pvt Ltd,0.25,palladam,Wind,25-Feb-2006
3377,SATHYA JOTHI FILMS,0.25,palladam,Wind,25-Feb-2006
3378,JUNIOR PROCESSING MILLS,0.23,palladam,Wind,25-Feb-2006
3379,THANGAMMAN PROCESS,0.60,palladam,Wind,25-Feb-2006
