0,1,2,3,4,5,6
S. No.,Project Name,InstalledCapacity (MW),Type,Location (District),State,Commissioned Date
103,Sunstone EngineerigIndustries (P) Limited,0.50,Solar,Bikaner,Rajasthan,30-Sep-2013
104,Jainsons (India)Industries,1.00,Solar,Pali,Rajasthan,30-Sep-2013
105,Jainsons AgroChemIndustries,1.00,Solar,Pali,Rajasthan,30-Sep-2013
106,Suncity Strips & Tubes (P)Limited,1.00,Solar,Pali,Rajasthan,30-Sep-2013
107,Suncity Sheets (P)Limited,1.00,Solar,Pali,Rajasthan,30-Sep-2013
108,Shri Om Agro Products,3.00,Solar,Pali,Rajasthan,30-Sep-2013
109,Sunita Mine ChemIndustries,1.00,Solar,Pali,Rajasthan,30-Sep-2013
110,Neelkanth Gum &Chemicals,3.00,Solar,Pali,Rajasthan,30-Sep-2013
111,Jai Bharat Gum &Chemicals Limited,5.00,Solar,Pali,Rajasthan,30-Sep-2013
