0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
5300,BABU ENERGY (P) LTD,0.60,Tirunelveli,Wind,7-Jun-2008
5301,ASHOK.L.BHATIA,0.25,Tirunelveli,Wind,7-Jun-2008
5302,"PRAKASH POWERS (P) LTD.,",0.60,Tirunelveli,Wind,13-Jun-2008
5303,"SHRI DHANALAKSHMI SPINNTEX (P) LTD.,",0.60,Tirunelveli,Wind,16-Jun-2008
5304,"SRI DEVI CINEMAS (P) LTD.,",0.60,Tirunelveli,Wind,19-Jun-2008
5305,Alfa Baby Care P) Ltd,0.23,Kanyakumari,Wind,25-Jun-2008
5306,"ANIRUTH GREEN INDIA (P) LTD.,",1.25,Tirunelveli,Wind,25-Jun-2008
5307,ABT LIMITED,0.25,Kanyakumari,Wind,25-Jun-2008
5308,ASHOK MATCHES AND TIMBER IND.PVT.LTD,0.25,palladam,Wind,28-Jun-2008
5309,HOSIERY YARD CORPORATION,0.25,COIMBATORE(SOUTH),Wind,30-Jun-2008
