0,1,2,3,4,5,6
List of commissined Small Hydro projects in West bengal,,,,,,
S.No,Project Name,InstalledCapacity(MW),Type,Location,State,CommissionedDate
1,Neora Hydro (Private),3.00,Small Hydro,,West Bengal,
2,Nippon Power (Private),3.00,Small Hydro,,West Bengal,
3,Jaldhaka Stage-II,8.00,Small Hydro,,West Bengal,
4,TCF-I,22.50,Small Hydro,,West Bengal,
5,TCF-II,22.50,Small Hydro,,West Bengal,
6,TCF-III,109.41,Small Hydro,,West Bengal,
7,Rinchington,2.00,Small Hydro,,West Bengal,
8,Little Rangit,2.00,Small Hydro,,West Bengal,
9,Mongpu Kalikhola,3.00,Small Hydro,,West Bengal,
10,Sidrapong,1.00,Small Hydro,,West Bengal,
11,Fazi,2.00,Small Hydro,,West Bengal,
12,Massanjor,4.00,Small Hydro,,West Bengal,
,Total,182.41,,,,
