0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
4160,THE RAMCO CEMENTS LIMITED,1.65,Tirunelveli,Wind,28-Sep-2006
4161,THE RAMCO CEMENTS LIMITED,1.65,Tirunelveli,Wind,28-Sep-2006
4162,"ENGINEERED POWER RESOURCES INDIA P LTD.,",0.60,Tirunelveli,Wind,28-Sep-2006
4163,"ENGINEERED POWER RESOURCES INDIA P LTD.,",0.60,Tirunelveli,Wind,28-Sep-2006
4164,"ESCEE INFRASTRUCTURE PVT.LTD.,",0.60,Tirunelveli,Wind,28-Sep-2006
4165,"SHREE MTK TEXTILES (P) LTD.,",0.50,Tirunelveli,Wind,28-Sep-2006
4166,HINDUSTAN HARDWARES,0.75,Tirunelveli,Wind,28-Sep-2006
4167,"PERPETUAL POWER (P) LTD.,",0.50,Tirunelveli,Wind,28-Sep-2006
4168,"PERPETUAL POWER (P) LTD.,",0.25,Tirunelveli,Wind,28-Sep-2006
4169,COTTON BLOSSOM (INDIA) (P) LTD,0.75,Tirunelveli,Wind,28-Sep-2006
