0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
5570,"GANPATI MARINE ENTERPRISES (P) LTD.,",1.50,Tirunelveli,Wind,13-Feb-2009
5571,Bannari Amman Spinning Mills Ltd,0.80,Dindugal,Wind,21-Feb-2009
5572,M/s.Olive EcoPower (P) Ltd,0.80,Dindugal,Wind,21-Feb-2009
5573,M/s.Olive EcoPower (P) Ltd,0.80,Dindugal,Wind,21-Feb-2009
5574,"G.R.T.HOTELS AND RESORTS (P) LTD.,",0.60,Tirunelveli,Wind,26-Feb-2009
5575,ARRAY LAND DEVELOPERS P LTD,0.60,Tirunelveli,Wind,26-Feb-2009
5576,CIBI KRISHNA TEXTILES PRIVATE LIMITED,0.60,Tirunelveli,Wind,26-Feb-2009
5577,VELATHAL WIND FARMS PVT LTD,1.25,palladam,Wind,26-Feb-2009
5578,VELATHAL SPG.MILLS LTD,1.25,palladam,Wind,26-Feb-2009
5579,Amman-Try Steels (P)Ltd,1.25,palladam,Wind,28-Feb-2009
