0,1,2,3,4,5,6
,BAGASSE  BASED CO-GENERATION POWER PLANTS,,,,,
S.NO,Name of Plant,InstalledCapacity(MW),Type,Location,State,Date ofCommissioning
1,"M/s. M.R.K. Co.Op Sugar Mills ,Senthiathpoe",7.50,Bagasse,Cuddalore,Tamilnadu,15-Jun-1992
2,M/s. Cheyyar Co.Op Sugar Mills,7.50,Bagasse,Thiruvannamalai,Tamilnadu,18-Mar-1993
3,M/s. Terra Energy Ltd,18.68,Bagasse,Viruthachalam,Tamilnadu,13-Nov-1995
4,M/s. Rajashree Sugars & Chemicals Ltd,12.00,Bagasse,Theni,Tamilnadu,29-Mar-1996
5,M/s. Dharani Sugars & Chemicals Ltd,15.00,Bagasse,Thiruvannamalai,Tamilnadu,24-Sep-1996
6,M/s. Kothari Sugars & Chemicals Ltd,12.00,Bagasse,Dist Trichy,Tamilnadu,24-Dec-1996
7,M/s. Terra Energy Ltd,28.42,Bagasse,Thirumandangudi,Tamilnadu,16-May-1997
8,M/s. EID Parry (India) Ltd,24.50,Bagasse,Nellikuppam,Tamilnadu,17-May-1997
9,"M/s. Subramania Siva Co-Op Sugar Mills,Gopalapuram",5.00,Bagasse,Dist Dharmapuri,Tamilnadu,16-Jun-1998
10,M/s. Bannari Amman Sugars Ltd,20.00,Bagasse,Dist Erode,Tamilnadu,28-May-2002
11,"M/s. Auro Energy Ltd ,Kottur",16.00,Bagasse,Thiruvidaimarudur,Tamilnadu,23-Dec-2002
