0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
4890,"G.K.GREEN POWER (P) LTD.,",0.25,Tirunelveli,Wind,14-Sep-2007
4891,"G.K.GREEN POWER (P) LTD.,",0.25,Tirunelveli,Wind,14-Sep-2007
4S8h9ri2,akshmi Textiles Processors (Division of C.R Gar,ents)0.23,Udumalpet,Wind,14-Sep-2007
4893,CHANDILYA TRUST,0.25,Tirunelveli,Wind,17-Sep-2007
4894,M/s.New Vision Wind Power Pvt.Ltd.,0.25,palladam,Wind,17-Sep-2007
4895,SHIFA CHEMICALS,0.35,Tirunelveli,Wind,18-Sep-2007
4896,Hi-Tech Arai Pvt Ltd,0.60,Dindugal,Wind,18-Sep-2007
4897,Sakthi Masala Pvt Ltd,0.60,Dindugal,Wind,18-Sep-2007
4898,"BIO TECH VISION CARE (P) LTD.,",1.13,Tirunelveli,Wind,19-Sep-2007
4899,"CLARION WIND FARM (P) LTD.,",0.50,Tirunelveli,Wind,19-Sep-2007
