0,1,2,3,4,5,6
S.NO,Name of Plant,InstalledCapacity (MW),Type,Location (District),State,Date ofCommissioning
18,M/s. Saisudhir Energy Ltd,10.00,solar,Dist Ananthapuramu,Andhra Pradesh,26-Apr-2013
19,M/s. Saisudhir Energy Ltd,10.00,solar,Dist Ananthapuramu,Andhra Pradesh,24-Jul-2013
20,M/s. MEIL Green Power Ltd,50.00,solar,Dist Ananthapuramu,Andhra Pradesh,4-Nov-2014
21,M/s. Solarys Eco Energy,2.00,solar,Dist Ananthapuramu,Andhra Pradesh,29-Apr-2014
22,"Meda Sreedhar ,No-89 Moparahalli",2.00,solar,Dist Ananthapuramu,Andhra Pradesh,29-Apr-2014
23,M/s. Prakash Motors,1.00,solar,Dist Ananthapuramu,Andhra Pradesh,29-Apr-2014
24,M/s. Prakash Agencies Energy,1.00,solar,Dist Ananthapuramu,Andhra Pradesh,29-Apr-2014
25,M/s. Emmvee Energy Pvt Ltd,4.00,solar,Dist Ananthapuramu,Andhra Pradesh,29-Apr-2014
26,M/s. The Andhra Sugars Ltd,2.50,solar,Dist Godavari,Andhra Pradesh,21-Jun-2014
