0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
World Institute of SustainableEnergy,1.20,Wind,Chitradurga,Karnataka,20-Nov-2004,
"Rohit surfactants Pvt Ltd., (FormerlyShri Mahadeo Soap Industries Pvt.Ltd., )",3.00,Wind,Chitradurga,Karnataka,20-Nov-2004,
"Enercon Windfarms (Krishna) Ltd.,",15.00,Wind,Gadag,Karnataka,15-Mar-2005,
MSPL-2,5.00,Wind,Chitradurga,Karnataka,21-Mar-2005,
Mantri Developer,3.75,Wind,Chitradurga,Karnataka,21-Mar-2005,
Kariganur Iron & steels,2.50,Wind,Chitradurga,Karnataka,21-Mar-2005,
Amitronics,1.25,Wind,Chitradurga,Karnataka,21-Mar-2005,
Navalakhas Travles,1.25,Wind,Chitradurga,Karnataka,22-Mar-2005,
MSPL,18.75,Wind,Bellary,Karnataka,22-Mar-2005,
SE Investements,2.40,Wind,Chitradurga,Karnataka,23-Mar-2005,
Shri Jintendra D Majethia,0.60,Chitradurga,Karnataka,23-Mar-2005,,
