0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
940,CRI PUMPS PVT LTD,0.23,palladam,Wind,30-Mar-2000
941,HINDUSTAN TEXTILES B'UNIT,0.23,palladam,Wind,30-Mar-2000
942,HINDUSTAN SPINNING MILLS,0.23,palladam,Wind,30-Mar-2000
943,HINDUSTAN SPINNERS,0.25,palladam,Wind,30-Mar-2000
944,SHANTHI FEEDS PVT.LTD.,0.25,palladam,Wind,30-Mar-2000
945,S.Ponniyan Associates Nagercoil,0.23,Kanyakumari,Wind,31-Mar-2000
946,A.L PUMP (P) LTD,0.25,COIMBATORE(SOUTH),Wind,31-Mar-2000
947,"NATESAN SYNCHROCONES PRIVATE LTD.,",0.23,Tirunelveli,Wind,31-Mar-2000
948,"NATESAN SYNCHROCONES (P) LTD.,",0.23,Tirunelveli,Wind,31-Mar-2000
949,"NATESAN SYNCHROCONES PRIVATE LTD.,",0.23,Tirunelveli,Wind,31-Mar-2000
