0,1,2,3,4,5,6
S. No.,Name of Project,Installed Capacity(MW),Name of theDeveloper,Type,Location(District),Date ofCommissioning
314,Khanna Industrial PipesPvt. Ltd.,1.50,Suzlon,Wind,Jodhpur,31-Mar-2008
315,Nirmal B. Thakkar (HUF),1.50,Suzlon,Wind,Jodhpur,31/3/2008
316,Sanghvi Foods Pvt. Ltd.,1.60,Enercon,Wind,Jodhpur,21-Mar-2008
317,InfrastructureDevelopment Finance,15.20,Enecon,Wind,Jodhpur,1-Apr-2008
318,InfrastructureDevelopment Finance,0.80,Enecon,Wind,Jodhpur,12-Apr-2008
319,InfrastructureDevelopment Finance,4.00,Enecon,Wind,Jodhpur,25-May-2008
320,Rajasthan  Gum Pvt. Ltd.,1.25,Suzlon,Wind,Jaisalmer,23-May-2008
321,Mukand  Industries Pvt.Ltd.,1.25,Suzlon,Wind,Jaisalmer,30-May-2008
322,Maxwell Inc.,1.25,Suzlon,Wind,Jaisalmer,30-May-2008
323,ACC Ltd.,6.00,Suzlon,Wind,Jodhpur,22-Aug-2008
324,Delhi TradingCorporation,0.60,Suzlon,Wind,Jaisalmer,31-Aug-2008
325,S. M. Steels,0.60,Suzlon,Wind,Jaisalmer,31-Aug-2008
326,Evergreen Associates,0.60,Suzlon,Wind,Jaisalmer,31-Aug-2008
327,Wires & Fabricks (S.A)Ltd.,0.60,Suzlon,Wind,Jaisalmer,31-Aug-2008
328,Marudhar Fashion,1.50,Suzlon,Wind,Jodhpur,12-Sep-2008
