0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
1690,"PPS ENVIRO POWER (P) LTD.,",0.23,Tirunelveli,Wind,31-Mar-2004
1691,"SHRI DHANALAKSHMI SPINNTEX (P) LTD.,",0.45,Tirunelveli,Wind,31-Mar-2004
1692,"SHRI DHANALAKSHMI SPINNTEX (P) LTD.,",0.45,Tirunelveli,Wind,31-Mar-2004
1693,"SHRI DHANALAKSHMI SPINNTEX (P) LTD.,",0.45,Tirunelveli,Wind,31-Mar-2004
P1U6V9A4,ESWARI ENTERPRISES WIND FARMS PRIVATE LI,ITED1.65,Tirunelveli,Wind,31-Mar-2004
1695,"SRI JAYAMALAR SPINNING MILLS (P) LTD.,",1.25,Tirunelveli,Wind,31-Mar-2004
1696,"PALLAVA SPINNING MILLS (P) LTD.,",1.25,Tirunelveli,Wind,31-Mar-2004
1697,"SANDEEP WIND FARM (P) LTD.,",1.25,Tirunelveli,Wind,31-Mar-2004
1698,"CHOLA TEXTILES (P) LTD.,",1.25,Tirunelveli,Wind,31-Mar-2004
1699,"CHENDURAN COTSPIN (I) (P) LTD.,",1.25,Tirunelveli,Wind,31-Mar-2004
