0,1,2,3,4,5,6
S.No,Name of Plant,InstalledCapacity(MW),Type,Location,State,Date of Commissioning
11,Punj Lioyd 78 InstitutionalArea,0.435,Solar,GCM-11 Chandigarh,Chandigarh,4-Jan-15
12,Punj Lioyd 78 InstitutionalArea,0.2,Solar,Sarangpur,Chandigarh,8-May-14
13,Su-Kam Power SystemLimited,1,Solar,Sector-12,Chandigarh,31-Jul-14
14,Jakson Pvt Ltd,0.265,Solar,School Chandigarh,Chandigarh,27-Nov-14
15,C & S Electric Pvt Ltd,0.62,Solar,School Chandigarh,Chandigarh,30-Nov-14
16,Multi Overseas India Pvt Ltd,0.025,Solar,Punjab Raj Bhawan,Chandigarh,7-Jan-14
17,Exicom Power Solution PvtLtd,0.365,Solar,Punjab Raj Bhawan,Chandigarh,18-Oct-14
18,Jakson Pvt Ltd,0.1,Solar,Noida,Chandigarh,3-Mar-15
19,BNK Energy Alternatives PvtLtd,0.12,Solar,Mahararajpur (U.P),Chandigarh,7-Oct-15
20,C & S Electric Pvt Ltd,0.365,Solar,SVP Chandigarh,Chandigarh,24-Dec-15
21,C & S Electric Pvt Ltd,0.215,Solar,SVP Chandigarh,Chandigarh,23-Nov-15
