0,1,2,3,4,5,6
S.NO,Name of Plant,InstalledCapacity (MW),Type,Location(District),State,Date ofCommissioning
36,M/s. Murugan Tex,2.00,Solar,Tirupur Dist,Tamilnadu,31-Mar-2014
37,M/s. Swelect Energy System Pvt Ltd,1.00,Solar,Karur Dist,Tamilnadu,11-Apr-2014
38,M/s. Swelect Energy System Pvt Ltd,1.00,Solar,Karur Dist,Tamilnadu,11-Apr-2014
39,M/s. Yajur Energy Solution Pvt Ltd,1.00,Solar,Karur Dist,Tamilnadu,11-Apr-2014
40,M/s. Apex Clothing Company  India Ltd,5.00,Solar,Tricy Dist,Tamilnadu,11-Apr-2014
41,M/s. Naga Ltd,0.60,Solar,Dindigul Dist,Tamilnadu,5-Jul-2014
42,M/s. Asian Fabricx Pvt Ltd,1.00,Solar,Karur Dist,Tamilnadu,15-Jul-2014
43,M/s. Asian Fabricx Pvt Ltd,2.00,Solar,Karur Dist,Tamilnadu,15-Jul-2014
44,M/s. Karur Sree Rama Trading Pvt Ltd,1.00,Solar,Karur Dist,Tamilnadu,15-Jul-2014
45,M/s. Nazareth Green Energy Enterprise,1.00,Solar,Thiruchandur Dist,Tamilnadu,10-Dec-2014
46,M/s. Sei Arjan Solar Power Pvt Ltd,6.30,Solar,Tirunelveli Dist,Tamilnadu,31-Dec-2014
