0,1,2,3,4,5,6
S.NO,Name of Plant,InstalledCapacity (MW),Type,Location(District),State,Date ofCommissioning
59,M/s. AK Ahamed & Co Narthampatti,1.00,Solar,Arupukkottai Dist,Tamilnadu,1-Nov-2015
60,M/s. Kovai Medical Centre& Hospitals Ltd,4.00,Solar,Aravakurichi Dist,Tamilnadu,13-Jan-2016
61,M/s. First Step Baby Wear Pvt Ltd,0.75,Solar,Krishnagiri Dist,Tamilnadu,9-Mar-2016
62,Mr. K.Subramaniam,0.54,Solar,Karur Dist,Tamilnadu,30-Mar-2016
63,M/s. P. Duraisamy,1.00,Solar,Tirupur Dist,Tamilnadu,30-Mar-2016
64,M/s. Varnam,0.30,Solar,Tirupur Dist,Tamilnadu,31-Mar-2016
65,M/s. Anugraha Fashion Mill,1.20,Solar,Tirupur Dist,Tamilnadu,31-Mar-2016
66,M/s. Sarveshwara Promotors Pvt Ltd,1.00,Solar,Tirunelveli Dist,Tamilnadu,1-Jul-2016
,TOTAL (MW),120.15,,,,
