0,1,2,3,4,5,6
44,Paras PVC Pipes &Fittings Pvt Ltd,0.60,Solar,Ashish NavalakhaPune,Maharashtra,13-Mar-2014
45,Varroc Engg. Pvt Ltd,5.00,Solar,Aurangabad,Maharashtra,15-Mar-2014
46,Pooja RenewableEnergy Pvt Ltd,0.70,Solar,Aurangabad,Maharashtra,22-Mar-2014
47,Triveni SangamHoldings & TradingCo. Pvt Ltd,1.20,Solar,Aurangabad,Maharashtra,22-Mar-2014
48,Klassic Wheels PvtLtd,1.00,Solar,Aurangabad,Maharashtra,22-Mar-2014
49,Welspun EnergyMaharashtra Pvt Ltd,4.80,Solar,Aurangabad,Maharashtra,10-Apr-2013
50,Welspun EnergyMaharashtra Pvt Ltd,15.20,Solar,Aurangabad,Maharashtra,18-Oct-2013
51,MSPGCL,14.00,Solar,Bandra East Mumbai,Maharashtra,31-Mar-2015
52,Sunilhitech Solar(Dhule )Pvt Ltd,5.00,Solar,Bandra East Mumbai,Maharashtra,25-Jun-2015
53,Sharda Construction& Corporation  PvtLtd,10.00,Solar,Bandra East Mumbai,Maharashtra,28-May-2015
54,Vishwaj Energy PvtLtd,10.00,Solar,Bandra East Mumbai,Maharashtra,18-May-2015
