0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
Suresh C Angadi,0.25,Wind,Gadag,Karnataka,31-Mar-2007,
Mangal S Angadi,0.25,Wind,Gadag,Karnataka,31-Mar-2007,
C.R.Rajesh Nair,0.75,Wind,Gadag,Karnataka,31-Mar-2007,
Swani Corporation,0.25,Wind,Gadag,Karnataka,31-Mar-2007,
"V M Salgocar & Bros (P) Ltd.,",3.75,Wind,Gadag,Karnataka,31-Mar-2007,
V M Salgocar Sales International,1.25,Wind,Gadag,Karnataka,31-Mar-2007,
"Sapthagiri Distilleries (P) Ltd.,",3.00,Wind,Gadag,Karnataka,31-Mar-2007,
"Enercon (India) Ltd.,",6.00,Wind,Gadag,Karnataka,23-Apr-2007,
"Pragathi Aroma oil distillers (P) Ltd.,(SA)",1.20,Wind,Gadag,Karnataka,19-May-2007,
"Sapthagiri Distilleries (P) Ltd.,",3.00,Wind,Hassan,Karnataka,26-May-2007,
"V.M.Salgaokar & Bros. (P) Ltd.,",5.00,Gadag,Karnataka,2-Jun-2007,,
