0,1,2,3,4,5,6
S. No.,Name of Project,Installed Capacity(MW),Name of theDeveloper,Type,Location(District),Date ofCommissioning
329,Sheth Developers P. Ltd.,3.00,Suzlon,Wind,Jodhpur,12-Sep-2008
330,Sheth Developers P. Ltd.,3.00,Suzlon,Wind,Jodhpur,19-Sep-2008
331,ACC Ltd.,1.50,Suzlon,Wind,Jodhpur,19-Sep-2008
332,Avon Cycle,1.50,Suzlon,Wind,Jodhpur,24-Sep-2008
333,RSMML (State Own),15.00,Suzlon,Wind,Jaisalmer,25-Sep-2008
334,Vikas Steel Traders,0.60,Suzlon,Wind,Jaisalmer,25-Sep-2008
335,Magma Fincorp Ltd,1.60,Enercon,Wind,Jodhpur,26-Sep-2008
336,K. S. Oil Ltd.,6.40,Enercon,Wind,Jodhpur,26-Sep-2008
337,Kishco Ltd,1.60,Enercon,Wind,Jodhpur,26-Sep-2008
338,Evergreen Associates,1.25,Suzlon,Wind,Jaisalmer,28-Sep-2008
339,Bhabani Pigments P. Ltd.,1.25,Suzlon,Wind,Jaisalmer,28-Sep-2008
340,Interocean Shipping(India) P. Ltd.,1.25,Suzlon,Wind,Jaisalmer,9/28.2008
341,Modern Road Makers P.Ltd,5.00,Suzlon,Wind,Jaisalmer,28-Sep-2008
342,Magma Fincorp Ltd,2.40,Enercon,Wind,Jodhpur,30-Sep-2008
343,K. S. Oil Ltd.,1.60,Enercon,Wind,Jodhpur,30-Sep-2008
