0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
RRB Energy Ltd,0.60,Wind,Gadag,Karnataka,31-Mar-2010,
Bombay Rayon Fashions Ltd,2.10,Wind,Bellary,Karnataka,9-Apr-2010,
CLP Wind Farms (India) Pvt Ltd,7.20,Wind,Belgaum,Karnataka,17-May-2010,
CLP Wind Farms (India) Pvt Ltd,16.00,Wind,Belgaum,Karnataka,23-Jun-2010,
ITC Limited,18.90,Wind,Bellary,Karnataka,28-Jun-2010,
CLP Wind Farms (India) Pvt Ltd,16.00,Wind,Belgaum,Karnataka,3-Aug-2010,
Pearlite Linears (P) Limited,1.50,Wind,Davangere,Karnataka,1-Sep-2010,
CLP Wind Farms (India) Pvt Ltd,4.80,Wind,Belgaum,Karnataka,15-Sep-2010,
Nuziveedu Seeds Limited,2.10,Wind,Chitradurga,Karnataka,16-Sep-2010,
Nuziveedu Seeds Limited,2.10,Wind,Chitradurga,Karnataka,22-Sep-2010,
Nuziveedu Seeds Limited,2.10,Wind,Chitradurga,Karnataka,23-Sep-2010,
