0,1,2,3,4,5,6
S.NO,Name of Plant,InstalledCapacity (MW),Type,Location (District),State,Date ofCommissioning
72,M/s. Ushodaya Enterpries Pvt Ltd,5.00,solar,Dist Ananthapuramu,Andhra Pradesh,22-Sep-2016
73,M/s. Sumeru Energy Pvt Ltd,4.00,solar,Dist Kurnool,Andhra Pradesh,22-Sep-2016
74,Narsimha Swamy Solar GenerationPvt Ltd,5.00,solar,Dist Ananthapuramu,Andhra Pradesh,26-Sep-2016
75,M/s. Yaswanth Solar Energy Pvt Ltd,1.00,solar,Dist Kadapa,Andhra Pradesh,1-Oct-2016
76,"APGENCO, Ch. Nageswara Rao",5.43,solar,Dist west Godavari,Andhra Pradesh,19-Nov-2016
77,Repal Renewables Pvt Ltd,4.90,solar,Dist Ananthapuramu,Andhra Pradesh,19-Nov-2016
78,Sri Varahalakshmi NarasimhaSwamy Devasthanam,1.00,solar,Dist Visakhaptnam,Andhra Pradesh,3-Feb-2017
79,Tirumala Tirupati Devastanams,3.00,solar,Dist Chittor,Andhra Pradesh,2-Feb-2017
80,Kanti Brothers Oils Pvt Ltd,3.00,solar,Kallur (V&M),Andhra Pradesh,11-Feb-2017
