0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
980,ABT LIMITED,0.50,Tirunelveli,Wind,28-Sep-2000
981,ABT LIMITED,0.50,Tirunelveli,Wind,28-Sep-2000
982,SHRI OM WIND ENERGY PVT.LTD.,0.23,palladam,Wind,29-Sep-2000
983,"L.G.BALAKRISHNAN & BROS. LTD.,",0.23,Tirunelveli,Wind,30-Sep-2000
984,"L.G.BALAKRISHNAN & BROS. LTD.,",0.45,Tirunelveli,Wind,30-Sep-2000
985,"ANNAI FLOUR MILLS (P) LTD.,",0.23,Tirunelveli,Wind,30-Sep-2000
986,"PERPETUAL POWER (P) LTD.,",0.50,Tirunelveli,Wind,30-Sep-2000
987,"CLARION WIND FARM (P) LTD.,",2.50,Tirunelveli,Wind,30-Sep-2000
988,HI-TECH ARAI PVT.LTD.,0.25,palladam,Wind,30-Sep-2000
989,Sree Anandhakumara Mills Ltd,0.25,palladam,Wind,30-Sep-2000
