0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
6880,M/s.HIBAH RENEWABLE ENERGIES PVT LTD,0.23,Tirunelveli,Wind,20-Sep-2010
6881,VISHWAS JOSHI,0.23,Tirunelveli,Wind,20-Sep-2010
6882,"THEME INFRA PROJECTS (P) LTD.,",0.23,Tirunelveli,Wind,20-Sep-2010
6883,"PRAKASH POWER (P) LTD.,",0.80,Tirunelveli,Wind,20-Sep-2010
6884,HRIJI KRUPAENDEVOUR MANAGEMENT PVT LT,.0.75,Tirunelveli,Wind,21-Sep-2010
6885,CLEAN SWITCH INDIA PRIVATE LIMITED,1.50,Tirunelveli,Wind,21-Sep-2010
6886,Sivasakthi Hatcheries & Farms,0.25,palladam,Wind,21-Sep-2010
6887,Mithun Industries,0.23,Udumalpet,Wind,22-Sep-2010
6888,"M/s.Indian Extrustions,",0.85,Theni,Wind,22-Sep-2010
6889,CLEAN SWITCH INDIA PRIVATE LIMITED,1.50,Tirunelveli,Wind,22-Sep-2010
