0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
9490,AMARJOTHI SPINNING MILLS LTD,2.00,Tuticorin,Wind,29-Mar-2018
9491,AMARJOTHI SPINNING MILLS LTD,2.00,Tuticorin,Wind,29-Mar-2018
9A4M9A2,JOTHI POWER GENERATION & DISTRIBUTION C,. LTD2.00,Tuticorin,Wind,29-Mar-2018
94K9H3I,RAJ AUTOMOBILES AND INFRASTRUCTURE PVT.,LTD2.00,Tuticorin,Wind,29-Mar-2018
9494,M/S SRI CHERAN SYNTHIETICS INDIA P LTD,2.10,Tirunelveli,Wind,30-Mar-2018
9495,M/S VSM WEAVES INDIA P LTD,2.10,Tirunelveli,Wind,30-Mar-2018
9496,M/S VSM WEAVES INDIA P LTD,2.10,Tirunelveli,Wind,30-Mar-2018
9497,M/S POTHYS,2.10,Tirunelveli,Wind,30-Mar-2018
9498,Karphagham Tex Windfarm LLP,0.60,palladam,Wind,30-Mar-2018
9499,Sarvesh Multiplast India Pvt Ltd,0.60,palladam,Wind,30-Mar-2018
