0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
6370,L&T Infrastructure Development Projects Ltd,1.50,palladam,Wind,28-Mar-2010
6371,VERSATILE CARD TECHNOLOGY (P) LTD,1.00,Tirunelveli,Wind,29-Mar-2010
6372,M/s. R.V Consulating Services Private Limited,1.50,Theni,Wind,29-Mar-2010
6373,M/S.Savita Oil Technologies Ltd,1.50,Theni,Wind,29-Mar-2010
6374,SURABI INTERNATIONAL,0.25,Tirunelveli,Wind,29-Mar-2010
6375,"JAYAKRISHNA EXCEL ENERGY (P) LTD.,",0.85,Tirunelveli,Wind,29-Mar-2010
6376,"JAYAKRISHNA FLOUR MILLS (P) LTD.,",0.85,Tirunelveli,Wind,29-Mar-2010
6377,ANGALAKSHMI SPINNING MILL,0.60,Tirunelveli,Wind,29-Mar-2010
6378,ANGALAKSHMI SPINNING MILL,0.60,Tirunelveli,Wind,29-Mar-2010
6379,SHAKTHI MURUGAN TEXTILES,0.60,Tirunelveli,Wind,29-Mar-2010
