0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
9120,KM UNIVERSAL MARKETING COMPANY INDIA L,0.60,Tirunelveli,Wind,31-Mar-2015
9121,"LOTUS ROOFINGS PVT LTD.,",0.60,Tirunelveli,Wind,31-Mar-2015
9122,"YASH METAL RESOURCES PVT LTD.,",0.60,Tirunelveli,Wind,31-Mar-2015
9123,K.S KAMALAKANNAN,1.50,Tirunelveli,Wind,31-Mar-2015
9124,K.T.V OIL MILLS P LTD,1.50,Tirunelveli,Wind,31-Mar-2015
9125,PARAMOUNT TEXTILES PVT.LTD.,0.25,palladam,Wind,31-Mar-2015
9126,LENAA WIND MILLS,0.25,palladam,Wind,31-Mar-2015
9127,J.V.TAPES,0.25,palladam,Wind,31-Mar-2015
9128,J.V.TAPES,0.25,palladam,Wind,31-Mar-2015
9129,MR.A.SUNDARARAJAN,0.25,palladam,Wind,31-Mar-2015
