Date	NR	WR	SR	ER	NER	Total
08-Dec-21	113	34	95	42	12	296
09-Dec-21	113	34	104	40	12	303
10-Dec-21	114	32	99	41	12	298
11-Dec-21	114	33	98	39	12	296
12-Dec-21	112	27	78	35	11	264
13-Dec-21	115	34	91	37	12	288
14-Dec-21	109	38	91	39	12	289
15-Dec-21	112	39	86	38	11	286
16-Dec-21	112	34	82	31	13	271
17-Dec-21	113	33	87	29	6	268
18-Dec-21	108	28	71	28	6	242
19-Dec-21	107	29	66	29	10	241
20-Dec-21	108	33	78	31	12	263
21-Dec-21	111	37	94	30	11	283
22-Dec-21	109	35	87	29	11	270
23-Dec-21	109	36	90	31	11	277
24-Dec-21	106	38	87	28	11	269
25-Dec-21	105	44	78	28	11	266
26-Dec-21	104	37	71	27	11	250
27-Dec-21	106	42	76	27	10	262
28-Dec-21	104	37	76	25	11	253
29-Dec-21	103	32	82	29	11	257
30-Dec-21	100	30	75	30	11	246
31-Dec-21	101	33	84	30	11	258
01-Jan-22	104	31	77	25	10	247
02-Jan-22	106	29	65	20	10	230
03-Jan-22	106	34	93	23	11	267
04-Jan-22	107	34	86	22	10	260
05-Jan-22	107	31	95	22	10	264
06-Jan-22	104	33	97	23	10	267
07-Jan-22	101	29	95	24	10	260
08-Jan-22	107	23	93	22	10	255
09-Jan-22	99	22	83	25	10	238
10-Jan-22	105	32	93	21	9	260
11-Jan-22	102	28	94	21	10	256
12-Jan-22	98	29	95	23	9	255
13-Jan-22	99	31	82	24	10	246
14-Jan-22	96	29	84	23	10	241
15-Jan-22	94	29	79	21	10	233
16-Jan-22	99	26	71	22	9	227
17-Jan-22	95	33	87	25	9	249
18-Jan-22	96	39	94	28	9	266
19-Jan-22	93	39	98	28	10	268
20-Jan-22	94	33	102	22	10	261
21-Jan-22	92	36	92	24	10	254
22-Jan-22	93	26	86	24	10	238
23-Jan-22	93	22	68	22	9	215
24-Jan-22	96	36	99	23	9	263
25-Jan-22	95	42	108	25	9	279
26-Jan-22	95	32	93	23	9	252
27-Jan-22	95	39	88	24	9	255
28-Jan-22	95	36	83	21	9	244
29-Jan-22	95	36	104	23	9	267
30-Jan-22	91	31	85	24	9	240
31-Jan-22	100	42	114	26	9	291
01-Feb-22	98	41	119	25	9	292
02-Feb-22	98	41	110	26	9	283
03-Feb-22	94	33	99	25	9	259
04-Feb-22	96	34	91	23	8	253
05-Feb-22	101	37	94	27	10	269
06-Feb-22	101	28	78	23	13	244
07-Feb-22	103	46	96	26	10	281
08-Feb-22	103	48	89	28	10	279
09-Feb-22	102	43	90	29	9	274
10-Feb-22	101	31	88	26	9	255
11-Feb-22	102	30	87	26	9	254
12-Feb-22	107	41	92	27	9	275
13-Feb-22	104	34	74	27	8	247
14-Feb-22	105	40	89	27	8	270
15-Feb-22	108	43	100	26	8	286
16-Feb-22	109	42	98	28	8	285
17-Feb-22	110	44	92	27	8	282
18-Feb-22	113	47	95	24	8	286
19-Feb-22	110	51	85	27	8	281
20-Feb-22	110	34	84	25	8	262
21-Feb-22	111	59	96	26	9	302
22-Feb-22	114	56	107	26	9	312
23-Feb-22	121	57	95	26	9	308
24-Feb-22	124	56	103	26	8	318
25-Feb-22	124	49	103	26	8	308
26-Feb-22	123	38	87	27	9	284
27-Feb-22	125	40	75	24	8	272
28-Feb-22	122	38	96	25	8	288
01-Mar-22	123	37	97	24	8	289
02-Mar-22	126	47	93	26	8	300
03-Mar-22	128	42	89	26	9	294
04-Mar-22	128	51	106	29	9	323
05-Mar-22	132	51	104	28	9	324
06-Mar-22	129	40	80	26	8	283
07-Mar-22	132	45	100	31	9	317
08-Mar-22	134	50	111	29	9	333
09-Mar-22	134	46	118	31	10	338
10-Mar-22	135	44	114	33	11	337
11-Mar-22	141	45	111	31	11	340
12-Mar-22	146	43	109	32	12	342
13-Mar-22	144	39	88	32	11	313
14-Mar-22	158	47	104	33	10	353
15-Mar-22	174	59	108	40	11	391
16-Mar-22	184	69	105	39	10	407
17-Mar-22	188	83	117	41	10	438
18-Mar-22	190	43	90	42	9	375
19-Mar-22	195	36	81	44	11	367
20-Mar-22	188	36	91	51	11	376
21-Mar-22	177	66	107	60	10	420
22-Mar-22	170	75	117	49	10	421
23-Mar-22	168	74	106	46	10	403
24-Mar-22	165	61	98	45	10	379
25-Mar-22	160	62	109	54	9	394
26-Mar-22	146	53	102	58	12	370
27-Mar-22	153	43	89	42	11	337
28-Mar-22	159	58	88	43	10	359
29-Mar-22	171	64	100	50	11	395
30-Mar-22	177	57	99	56	12	401
31-Mar-22	179	65	97	59	16	417
01-Apr-22	172	51	90	57	20	390
02-Apr-22	175	49	77	59	23	383
03-Apr-22	178	48	76	78	17	396
04-Apr-22	173	64	98	93	21	448
05-Apr-22	177	71	110	82	23	463
06-Apr-22	187	75	110	63	18	453
07-Apr-22	197	73	110	65	15	459
08-Apr-22	200	70	103	89	14	475
09-Apr-22	197	63	98	79	16	453
10-Apr-22	200	47	87	77	10	421
11-Apr-22	196	77	100	74	11	459
12-Apr-22	206	68	104	67	10	455
13-Apr-22	207	63	97	64	9	441
14-Apr-22	193	46	78	64	9	390
15-Apr-22	179	36	67	68	11	362
16-Apr-22	170	37	80	64	7	358
17-Apr-22	167	32	57	60	6	322
18-Apr-22	174	50	83	62	7	377
19-Apr-22	186	61	92	61	8	407
20-Apr-22	190	67	94	57	7	415
21-Apr-22	188	50	98	56	8	399
22-Apr-22	179	45	94	56	7	381
23-Apr-22	174	52	97	64	8	396
24-Apr-22	167	33	77	57	10	345
25-Apr-22	174	33	93	64	8	373
26-Apr-22	175	45	99	67	7	393
27-Apr-22	181	57	107	64	6	416
28-Apr-22	200	56	96	63	8	423
29-Apr-22	209	57	93	58	7	424
30-Apr-22	206	39	82	54	12	393
01-May-22	201	26	58	54	10	350
02-May-22	212	38	67	58	14	388
03-May-22	232	45	81	54	14	426
04-May-22	238	45	66	51	15	415
05-May-22	226	50	65	57	17	415
06-May-22	216	39	69	52	13	388
07-May-22	219	35	63	60	13	390
08-May-22	225	29	53	55	13	375
09-May-22	228	31	63	53	14	390
10-May-22	246	34	64	56	11	411
11-May-22	260	44	57	56	14	430
12-May-22	293	31	52	62	19	458
13-May-22	302	40	65	66	21	494
14-May-22	307	37	69	81	28	523
15-May-22	308	35	61	70	23	496
16-May-22	307	45	70	87	27	536
17-May-22	289	52	77	89	33	541
18-May-22	263	56	76	87	33	515
19-May-22	250	50	68	69	26	462
20-May-22	255	27	64	66	30	442
21-May-22	248	25	65	71	35	444
22-May-22	229	22	61	73	34	421
23-May-22	213	31	78	71	34	427
24-May-22	209	53	86	65	27	440
25-May-22	206	58	95	63	24	445
26-May-22	191	39	74	65	24	394
27-May-22	203	37	71	64	22	398
28-May-22	230	49	89	58	23	449
29-May-22	235	39	80	55	23	432
30-May-22	242	51	82	58	20	452
31-May-22	249	57	75	70	23	473
01-Jun-22	253	31	71	74	23	452
02-Jun-22	252	25	74	76	22	450
03-Jun-22	255	41	81	84	26	487
04-Jun-22	251	39	89	85	29	493
05-Jun-22	267	38	69	80	29	483
06-Jun-22	277	31	77	90	24	500
07-Jun-22	301	27	68	90	26	512
08-Jun-22	309	29	62	102	27	528
09-Jun-22	311	31	70	112	30	554
10-Jun-22	301	26	65	113	32	536
11-Jun-22	293	24	62	106	34	518
12-Jun-22	293	24	61	103	36	516
13-Jun-22	301	29	67	97	34	527
14-Jun-22	307	30	60	97	31	524
15-Jun-22	326	29	59	108	34	557
16-Jun-22	326	34	45	104	34	542
17-Jun-22	299	34	49	97	35	513
18-Jun-22	275	31	44	102	35	488
19-Jun-22	265	27	34	112	35	472
20-Jun-22	252	27	41	109	35	463
21-Jun-22	246	32	45	120	36	478
22-Jun-22	223	36	55	121	33	468
23-Jun-22	231	32	52	116	31	463
24-Jun-22	239	29	51	114	32	464
25-Jun-22	256	30	48	113	31	479
26-Jun-22	286	27	45	94	31	484
27-Jun-22	322	29	59	113	32	555
28-Jun-22	338	30	63	114	33	579
29-Jun-22	342	29	53	117	36	576
30-Jun-22	334	25	47	120	35	560
01-Jul-22	340	20	47	118	34	559
02-Jul-22	354	24	55	121	35	589
03-Jul-22	355	21	53	119	33	581
04-Jul-22	359	24	71	122	32	608
05-Jul-22	361	28	80	120	32	620
06-Jul-22	361	35	92	116	31	634
07-Jul-22	352	28	91	111	30	612
08-Jul-22	350	25	87	109	30	601
09-Jul-22	346	22	87	110	29	594
10-Jul-22	339	20	80	106	30	576
11-Jul-22	363	23	89	108	32	613
12-Jul-22	371	29	100	109	33	642
13-Jul-22	356	31	113	116	32	648
14-Jul-22	360	39	117	122	32	670
15-Jul-22	362	47	131	116	31	688
16-Jul-22	365	62	140	103	30	699
17-Jul-22	363	51	141	111	28	694
18-Jul-22	357	61	148	112	26	704
19-Jul-22	364	84	138	118	27	731
20-Jul-22	319	86	126	121	32	683
21-Jul-22	338	106	131	129	36	740
22-Jul-22	335	102	148	128	33	746
23-Jul-22	330	96	141	129	32	728
24-Jul-22	342	92	145	128	34	740
25-Jul-22	351	102	155	128	34	770
26-Jul-22	364	108	164	133	35	805
27-Jul-22	363	113	159	133	35	802
28-Jul-22	358	113	155	133	35	795
29-Jul-22	297	111	137	135	34	714
30-Jul-22	354	107	126	135	33	755
31-Jul-22	337	94	126	129	35	722
01-Aug-22	341	97	131	125	41	734
02-Aug-22	351	82	154	132	38	756
03-Aug-22	353	90	157	123	37	759
04-Aug-22	362	79	148	126	36	751
05-Aug-22	343	73	146	137	35	735
06-Aug-22	367	68	151	131	34	751
07-Aug-22	369	66	152	135	31	754
08-Aug-22	366	68	171	129	34	767
09-Aug-22	353	66	173	131	32	755
10-Aug-22	339	78	179	132	31	759
11-Aug-22	349	78	175	132	33	767
12-Aug-22	360	82	182	131	32	788
13-Aug-22	398	87	189	128	32	833
14-Aug-22	396	78	187	125	32	818
15-Aug-22	367	79	173	132	32	783
16-Aug-22	368	85	178	134	31	797
17-Aug-22	395	76	183	138	30	822
18-Aug-22	405	78	182	131	31	827
19-Aug-22	404	83	177	127	31	823
20-Aug-22	397	83	176	136	29	821
21-Aug-22	408	81	161	134	29	814
22-Aug-22	409	83	166	142	31	831
23-Aug-22	333	82	182	140	30	766
24-Aug-22	387	82	181	134	31	815
25-Aug-22	390	91	188	139	29	837
26-Aug-22	389	101	189	140	27	846
27-Aug-22	384	94	175	132	29	814
28-Aug-22	376	94	175	125	30	799
29-Aug-22	369	135	188	151	33	876
30-Aug-22	377	128	186	152	34	877
31-Aug-22	374	121	167	155	31	848
01-Sep-22	376	107	181	149	33	846
02-Sep-22	372	115	182	151	30	850
03-Sep-22	364	111	182	151	31	839
04-Sep-22	363	103	171	150	35	823
05-Sep-22	362	105	173	141	37	818
06-Sep-22	355	110	172	131	36	803
07-Sep-22	351	111	169	146	34	811
08-Sep-22	346	110	174	148	35	812
09-Sep-22	363	102	177	154	33	829
10-Sep-22	362	102	171	152	32	819
11-Sep-22	356	102	153	151	31	794
12-Sep-22	366	111	177	152	29	835
13-Sep-22	364	110	180	150	30	833
14-Sep-22	359	110	181	157	31	838
15-Sep-22	357	107	178	146	30	819
16-Sep-22	348	112	178	148	30	816
17-Sep-22	347	114	185	151	31	828
18-Sep-22	342	115	178	148	31	815
19-Sep-22	328	117	181	150	30	806
20-Sep-22	324	112	168	145	29	778
21-Sep-22	330	107	176	142	28	782
22-Sep-22	340	107	172	140	29	788
23-Sep-22	345	107	179	140	32	803
24-Sep-22	326	108	178	137	33	782
25-Sep-22	326	105	180	138	33	782
26-Sep-22	332	106	179	141	33	790
27-Sep-22	333	107	171	141	29	781
28-Sep-22	314	104	153	134	27	733
29-Sep-22	294	102	156	135	27	713
30-Sep-22	286	98	139	132	29	684
01-Oct-22	269	101	134	127	28	659
02-Oct-22	265	98	132	123	26	644
03-Oct-22	251	104	166	126	25	672
04-Oct-22	242	102	157	132	25	658
05-Oct-22	232	96	155	143	31	657
06-Oct-22	231	102	151	143	34	661
07-Oct-22	225	103	151	139	33	651
08-Oct-22	225	104	165	131	32	657
09-Oct-22	222	105	165	136	34	661
10-Oct-22	214	107	153	140	36	649
11-Oct-22	223	112	152	132	36	654
12-Oct-22	237	108	158	141	35	680
13-Oct-22	222	105	151	145	33	657
14-Oct-22	212	101	134	144	32	623
15-Oct-22	206	97	145	129	30	607
16-Oct-22	199	95	147	120	26	586
17-Oct-22	188	95	157	120	24	584
18-Oct-22	178	82	152	121	22	555
19-Oct-22	174	92	154	114	22	556
20-Oct-22	168	95	159	112	22	556
21-Oct-22	174	83	148	104	21	531
22-Oct-22	174	54	138	98	20	484
23-Oct-22	176	51	143	95	20	485
24-Oct-22	173	43	142	96	20	474
25-Oct-22	169	42	138	97	31	478
26-Oct-22	164	32	148	94	34	472
27-Oct-22	163	44	157	91	36	491
28-Oct-22	161	42	158	83	36	481
29-Oct-22	159	36	154	78	33	460
30-Oct-22	150	29	116	73	29	397
31-Oct-22	151	37	141	73	27	428
