Date	NR	WR	SR	ER	NER	Total
03-Jan-20	113	39	102	33	8	295
04-Jan-20	116	44	94	36	9	299
05-Jan-20	116	36	81	31	9	273
06-Jan-20	114	56	95	33	9	307
07-Jan-20	111	62	93	34	8	307
08-Jan-20	108	40	83	32	8	271
09-Jan-20	120	37	87	37	8	289
10-Jan-20	117	35	83	32	7	274
11-Jan-20	109	51	75	30	7	273
12-Jan-20	109	40	65	34	7	256
13-Jan-20	119	54	81	36	7	297
14-Jan-20	134	58	75	31	7	305
15-Jan-20	126	42	62	32	7	269
16-Jan-20	124	40	74	30	7	276
17-Jan-20	126	39	86	32	7	290
18-Jan-20	132	39	76	33	7	287
19-Jan-20	128	42	64	27	7	269
20-Jan-20	132	45	86	37	7	309
21-Jan-20	129	47	84	36	6	301
22-Jan-20	130	37	77	34	6	283
23-Jan-20	128	40	85	32	6	291
24-Jan-20	127	49	90	34	6	306
25-Jan-20	132	49	93	34	5	314
26-Jan-20	125	41	77	27	5	274
27-Jan-20	124	45	85	36	5	295
28-Jan-20	125	40	94	35	5	298
29-Jan-20	131	49	89	34	5	307
30-Jan-20	132	43	98	34	5	312
31-Jan-20	129	45	93	33	5	305
01-Feb-20	126	40	78	30	5	279
02-Feb-20	123	40	69	24	5	260
03-Feb-20	121	62	84	30	5	301
04-Feb-20	128	50	80	29	4	292
05-Feb-20	125	38	85	38	5	291
06-Feb-20	126	44	89	35	5	299
07-Feb-20	125	43	90	34	5	298
08-Feb-20	125	37	88	31	5	286
09-Feb-20	123	36	68	29	9	264
10-Feb-20	122	43	67	32	5	269
11-Feb-20	129	50	72	37	3	292
12-Feb-20	132	53	82	31	3	301
13-Feb-20	125	45	86	29	3	287
14-Feb-20	127	49	91	31	3	300
15-Feb-20	126	48	86	36	3	298
16-Feb-20	129	37	66	30	3	265
17-Feb-20	139	43	77	35	3	296
18-Feb-20	140	41	86	35	3	305
19-Feb-20	143	42	89	35	5	314
20-Feb-20	137	47	90	33	6	313
21-Feb-20	133	43	88	27	4	294
22-Feb-20	132	38	81	34	4	288
23-Feb-20	132	37	84	28	4	286
24-Feb-20	130	47	111	30	4	322
25-Feb-20	133	43	114	24	5	318
26-Feb-20	138	42	102	28	5	315
27-Feb-20	135	48	109	28	7	327
28-Feb-20	139	50	107	29	6	332
29-Feb-20	138	45	109	29	5	326
01-Mar-20	136	26	74	29	5	269
02-Mar-20	136	35	100	30	4	306
03-Mar-20	145	44	108	29	5	330
04-Mar-20	141	33	110	28	6	317
05-Mar-20	141	38	110	27	5	320
06-Mar-20	138	33	89	30	5	295
07-Mar-20	134	30	91	30	6	291
08-Mar-20	135	42	74	30	5	287
09-Mar-20	130	44	84	28	7	294
10-Mar-20	125	39	78	24	6	271
11-Mar-20	127	42	94	30	6	299
12-Mar-20	135	54	91	30	7	317
13-Mar-20	143	51	88	33	7	321
14-Mar-20	148	42	84	32	5	310
15-Mar-20	143	41	67	31	5	287
16-Mar-20	141	61	91	36	4	332
17-Mar-20	143	64	80	33	4	325
18-Mar-20	148	43	88	31	5	315
19-Mar-20	147	46	91	28	4	315
20-Mar-20	143	42	85	35	4	309
21-Mar-20	142	39	82	35	4	303
22-Mar-20	141	33	63	25	4	265
23-Mar-20	145	33	76	32	5	291
24-Mar-20	144	35	71	33	4	288
25-Mar-20	144	29	63	32	4	272
26-Mar-20	148	35	71	39	4	297
27-Mar-20	142	35	78	39	4	298
28-Mar-20	158	27	73	41	4	304
29-Mar-20	172	33	76	47	5	334
30-Mar-20	165	36	82	50	6	339
31-Mar-20	154	31	83	49	4	322
01-Apr-20	150	44	87	48	4	332
02-Apr-20	151	40	86	48	3	328
03-Apr-20	145	41	89	50	4	330
04-Apr-20	139	45	89	49	3	325
05-Apr-20	140	46	80	49	4	319
06-Apr-20	145	35	67	45	3	296
07-Apr-20	143	46	64	45	3	301
08-Apr-20	146	36	72	43	3	300
09-Apr-20	141	37	62	47	3	291
10-Apr-20	140	41	66	51	3	301
11-Apr-20	146	45	80	54	3	329
12-Apr-20	154	54	87	50	4	348
13-Apr-20	171	48	86	51	4	360
14-Apr-20	181	49	82	56	3	371
15-Apr-20	187	51	88	59	3	388
16-Apr-20	191	53	85	55	3	388
17-Apr-20	186	62	94	51	4	397
18-Apr-20	181	57	78	48	4	368
19-Apr-20	187	38	66	70	6	367
20-Apr-20	175	37	66	71	8	357
21-Apr-20	166	43	71	56	6	342
22-Apr-20	167	60	78	55	7	368
23-Apr-20	171	71	65	56	6	369
24-Apr-20	180	62	57	56	7	361
25-Apr-20	188	56	61	58	10	373
26-Apr-20	198	50	57	50	9	363
27-Apr-20	202	44	68	54	5	374
28-Apr-20	216	50	78	66	5	416
29-Apr-20	222	51	65	63	6	406
30-Apr-20	233	34	64	68	7	406
01-May-20	237	34	69	65	7	412
02-May-20	246	50	75	72	7	450
03-May-20	247	42	81	74	6	452
04-May-20	250	37	87	74	6	454
05-May-20	234	42	87	81	6	449
06-May-20	230	55	81	80	7	453
07-May-20	236	41	84	75	6	442
08-May-20	236	42	87	74	5	445
09-May-20	243	54	89	77	6	469
10-May-20	240	45	73	66	5	428
11-May-20	245	38	79	66	5	432
12-May-20	251	58	81	67	5	462
13-May-20	256	49	82	67	6	461
14-May-20	263	42	85	63	11	465
15-May-20	273	33	68	68	7	449
16-May-20	277	35	80	79	10	482
17-May-20	276	40	71	83	12	482
18-May-20	274	47	51	89	8	470
19-May-20	269	34	61	95	8	466
20-May-20	245	38	75	79	10	447
21-May-20	246	44	86	121	13	509
22-May-20	280	41	97	130	19	567
23-May-20	295	44	99	136	19	593
24-May-20	305	49	74	132	17	576
25-May-20	296	52	86	132	18	585
26-May-20	302	36	77	124	18	557
27-May-20	296	26	70	114	19	526
28-May-20	289	21	72	99	23	503
29-May-20	284	22	74	95	21	497
30-May-20	287	34	81	97	17	515
31-May-20	287	37	70	96	19	508
01-Jun-20	290	41	76	102	17	526
02-Jun-20	280	42	58	102	16	498
03-Jun-20	279	38	58	105	16	497
04-Jun-20	279	35	68	103	20	505
05-Jun-20	284	44	65	110	19	523
06-Jun-20	288	44	63	122	21	538
07-Jun-20	286	41	60	119	22	529
08-Jun-20	313	57	78	118	21	587
09-Jun-20	337	68	81	118	19	623
10-Jun-20	340	55	76	121	15	606
11-Jun-20	348	35	61	115	15	575
12-Jun-20	354	39	59	116	17	585
13-Jun-20	357	36	71	124	22	610
14-Jun-20	362	37	56	125	18	598
15-Jun-20	365	43	74	130	17	629
16-Jun-20	364	48	76	130	19	638
17-Jun-20	367	58	80	128	19	651
18-Jun-20	369	52	72	125	23	640
19-Jun-20	366	55	82	129	27	658
20-Jun-20	365	52	75	129	24	644
21-Jun-20	358	55	71	132	22	637
22-Jun-20	367	69	80	143	22	680
23-Jun-20	369	72	85	140	24	691
24-Jun-20	371	84	88	142	27	712
25-Jun-20	373	76	85	137	27	698
26-Jun-20	363	66	73	138	26	666
27-Jun-20	356	65	76	136	27	661
28-Jun-20	358	61	72	138	29	659
29-Jun-20	354	59	82	143	31	669
30-Jun-20	356	62	73	146	30	667
01-Jul-20	364	57	65	150	29	665
02-Jul-20	366	47	57	132	29	632
03-Jul-20	364	46	56	151	31	647
04-Jul-20	360	45	59	142	27	633
05-Jul-20	351	30	51	137	28	597
06-Jul-20	361	37	62	144	27	631
07-Jul-20	360	32	66	145	27	631
08-Jul-20	368	34	86	149	27	664
09-Jul-20	363	34	80	149	29	656
10-Jul-20	365	28	69	129	31	622
11-Jul-20	363	26	67	116	31	603
12-Jul-20	351	21	56	135	31	593
13-Jul-20	368	34	86	149	27	664
14-Jul-20	358	46	83	150	31	668
15-Jul-20	355	33	77	149	29	643
16-Jul-20	346	29	70	152	29	626
17-Jul-20	349	27	69	149	28	623
18-Jul-20	354	33	88	152	30	657
19-Jul-20	344	22	80	147	28	621
20-Jul-20	346	25	102	132	31	636
21-Jul-20	344	23	111	137	30	645
22-Jul-20	339	22	116	127	31	634
23-Jul-20	336	21	122	132	30	642
24-Jul-20	331	22	105	137	29	626
25-Jul-20	342	25	98	139	29	632
26-Jul-20	348	23	72	143	27	612
27-Jul-20	355	25	95	141	28	644
28-Jul-20	352	28	102	131	31	643
29-Jul-20	348	23	87	139	31	628
30-Jul-20	345	25	90	143	31	635
31-Jul-20	348	14	90	146	30	628
01-Aug-20	351	21	86	142	31	631
02-Aug-20	348	18	67	147	31	610
03-Aug-20	356	21	73	140	30	621
04-Aug-20	357	25	89	147	28	646
05-Aug-20	354	26	109	141	28	658
06-Aug-20	349	26	125	135	27	662
07-Aug-20	362	30	127	135	26	679
08-Aug-20	359	25	123	139	26	671
09-Aug-20	348	22	111	146	25	652
10-Aug-20	354	34	119	146	27	680
11-Aug-20	346	21	114	150	30	661
12-Aug-20	336	19	117	143	31	645
13-Aug-20	340	22	123	141	28	654
14-Aug-20	346	27	115	145	27	660
15-Aug-20	354	30	107	136	26	653
16-Aug-20	349	32	113	140	26	661
17-Aug-20	348	36	125	139	27	675
18-Aug-20	345	35	121	139	28	668
19-Aug-20	330	36	136	142	25	670
20-Aug-20	322	38	136	138	25	659
21-Aug-20	325	35	127	142	24	653
22-Aug-20	317	53	125	148	26	668
23-Aug-20	290	74	119	141	25	649
24-Aug-20	349	81	131	143	24	729
25-Aug-20	345	84	132	146	24	731
26-Aug-20	348	89	143	143	23	747
27-Aug-20	344	97	128	143	23	735
28-Aug-20	341	94	129	150	23	737
29-Aug-20	343	92	110	147	21	713
30-Aug-20	352	81	74	144	22	673
31-Aug-20	356	90	93	143	21	703
01-Sep-20	356	99	86	137	18	696
02-Sep-20	354	120	92	141	20	727
03-Sep-20	350	114	92	145	20	722
04-Sep-20	348	109	103	139	19	717
05-Sep-20	332	116	104	136	19	706
06-Sep-20	333	86	87	145	24	675
07-Sep-20	334	91	98	142	25	689
08-Sep-20	330	89	91	149	24	683
09-Sep-20	327	81	76	145	20	649
10-Sep-20	327	79	92	144	19	661
11-Sep-20	330	94	105	149	20	698
12-Sep-20	328	98	110	141	22	698
13-Sep-20	321	94	112	112	23	662
14-Sep-20	331	96	122	137	22	708
15-Sep-20	330	74	120	136	21	680
16-Sep-20	323	86	119	134	21	684
17-Sep-20	322	94	119	140	25	698
18-Sep-20	323	100	122	140	24	709
19-Sep-20	325	104	136	134	25	724
20-Sep-20	311	101	120	132	24	688
21-Sep-20	311	103	136	127	24	701
22-Sep-20	306	100	149	128	27	710
23-Sep-20	308	105	143	134	29	719
24-Sep-20	304	111	159	140	29	742
25-Sep-20	296	102	141	137	29	705
26-Sep-20	282	106	140	141	30	699
27-Sep-20	260	100	131	142	27	660
28-Sep-20	240	103	137	145	27	652
29-Sep-20	224	99	139	142	25	628
30-Sep-20	218	95	125	136	25	599
01-Oct-20	218	95	128	132	25	597
02-Oct-20	218	78	116	129	24	565
03-Oct-20	215	50	117	130	23	534
04-Oct-20	210	44	107	135	23	521
05-Oct-20	208	46	132	137	24	548
06-Oct-20	204	52	133	144	26	558
07-Oct-20	207	48	132	137	28	552
08-Oct-20	200	41	132	130	25	527
09-Oct-20	196	55	117	125	24	518
10-Oct-20	195	36	84	123	23	461
11-Oct-20	195	29	83	117	23	447
12-Oct-20	193	37	107	114	22	473
13-Oct-20	189	43	112	112	22	477
14-Oct-20	187	55	117	107	21	487
15-Oct-20	183	44	135	105	21	488
16-Oct-20	174	44	145	106	20	490
17-Oct-20	173	42	134	107	21	477
18-Oct-20	168	32	131	101	20	452
19-Oct-20	165	33	130	101	21	450
20-Oct-20	159	33	125	95	18	430
21-Oct-20	156	34	117	91	19	417
22-Oct-20	149	34	114	90	20	407
23-Oct-20	145	39	117	85	21	406
24-Oct-20	143	38	128	84	24	417
25-Oct-20	140	34	120	81	26	400
26-Oct-20	133	23	118	96	25	395
27-Oct-20	126	26	132	94	24	401
28-Oct-20	130	24	137	83	21	395
29-Oct-20	125	29	140	79	20	393
30-Oct-20	120	26	146	78	20	389
31-Oct-20	117	30	138	77	19	382
01-Nov-20	121	23	118	78	17	357
02-Nov-20	120	25	136	78	18	377
03-Nov-20	118	26	133	77	16	371
04-Nov-20	116	24	127	69	14	350
05-Nov-20	113	24	103	76	16	332
06-Nov-20	107	25	95	68	17	311
07-Nov-20	110	21	94	64	17	306
08-Nov-20	110	21	88	60	17	296
09-Nov-20	112	31	96	63	17	319
10-Nov-20	114	29	87	59	17	306
11-Nov-20	114	35	91	62	16	318
12-Nov-20	112	37	97	60	16	322
13-Nov-20	108	30	88	60	17	303
14-Nov-20	111	28	70	50	17	275
15-Nov-20	108	26	81	54	16	286
16-Nov-20	112	23	74	48	16	273
17-Nov-20	116	24	74	49	17	279
18-Nov-20	113	33	77	52	12	288
19-Nov-20	106	35	74	55	10	281
20-Nov-20	107	34	88	46	15	290
21-Nov-20	109	36	85	46	16	292
22-Nov-20	108	24	82	42	17	274
23-Nov-20	108	28	96	44	14	291
24-Nov-20	104	37	90	45	14	290
25-Nov-20	108	39	83	43	14	286
26-Nov-20	108	32	84	43	13	280
27-Nov-20	111	28	88	45	13	284
28-Nov-20	110	27	86	47	13	283
29-Nov-20	108	28	75	43	13	268
30-Nov-20	106	47	71	43	13	281
01-Dec-20	103	48	72	45	12	280
02-Dec-20	110	37	81	42	12	282
03-Dec-20	110	43	87	45	12	298
04-Dec-20	112	43	82	44	13	293
05-Dec-20	110	45	79	44	13	291
06-Dec-20	110	39	58	41	13	260
07-Dec-20	113	40	79	44	13	288
08-Dec-20	113	40	66	40	13	272
09-Dec-20	122	41	71	40	13	287
10-Dec-20	123	41	70	37	12	283
11-Dec-20	121	43	73	38	14	290
12-Dec-20	123	39	65	41	13	282
13-Dec-20	123	38	64	33	12	270
14-Dec-20	122	43	79	35	13	291
15-Dec-20	123	42	71	35	13	284
16-Dec-20	117	48	74	36	12	287
17-Dec-20	116	50	81	35	13	294
18-Dec-20	115	40	72	33	13	272
19-Dec-20	112	40	58	33	13	256
20-Dec-20	108	36	49	30	12	235
21-Dec-20	109	43	64	35	12	263
22-Dec-20	110	51	73	37	12	282
23-Dec-20	111	46	77	43	12	288
24-Dec-20	108	51	78	35	13	285
25-Dec-20	112	46	68	35	13	274
26-Dec-20	111	46	83	32	12	285
27-Dec-20	108	36	64	32	12	251
28-Dec-20	111	42	83	32	12	280
29-Dec-20	105	40	82	33	12	272
30-Dec-20	104	50	90	34	13	292
31-Dec-20	105	53	94	36	12	300
01-Jan-21	102	49	71	32	11	264
02-Jan-21	98	54	85	32	11	281
03-Jan-21	100	47	69	30	11	256
04-Jan-21	105	48	83	32	11	280
05-Jan-21	106	50	78	37	11	282
06-Jan-21	114	54	78	34	12	292
07-Jan-21	110	46	62	32	11	261
08-Jan-21	106	44	62	33	11	256
09-Jan-21	102	42	64	34	11	253
10-Jan-21	102	40	52	32	12	237
11-Jan-21	105	44	62	31	11	253
12-Jan-21	104	46	60	32	11	253
13-Jan-21	103	48	68	36	12	266
14-Jan-21	103	47	65	31	12	258
15-Jan-21	101	47	78	32	10	268
16-Jan-21	101	53	83	33	12	283
17-Jan-21	103	45	68	31	11	258
18-Jan-21	100	55	86	36	10	287
19-Jan-21	101	56	87	39	10	293
20-Jan-21	102	57	83	37	9	288
21-Jan-21	101	49	81	38	9	278
22-Jan-21	101	55	88	36	12	292
23-Jan-21	100	54	81	35	12	282
24-Jan-21	97	50	74	34	12	267
25-Jan-21	94	52	73	34	12	265
26-Jan-21	100	40	72	32	12	255
27-Jan-21	100	50	78	35	10	273
28-Jan-21	100	45	75	36	11	267
29-Jan-21	99	44	78	34	11	266
30-Jan-21	98	41	80	35	11	265
31-Jan-21	97	41	66	34	10	248
01-Feb-21	95	45	76	35	9	260
02-Feb-21	92	47	78	35	9	262
03-Feb-21	93	60	76	34	10	274
04-Feb-21	92	55	75	34	11	267
05-Feb-21	92	51	85	34	11	273
06-Feb-21	100	53	80	33	9	276
07-Feb-21	90	41	64	35	10	239
08-Feb-21	96	51	87	35	10	279
09-Feb-21	94	54	93	33	9	284
10-Feb-21	97	51	88	30	11	277
11-Feb-21	96	52	82	31	10	272
12-Feb-21	99	45	77	34	10	266
13-Feb-21	101	49	76	32	10	268
14-Feb-21	102	44	71	29	10	255
15-Feb-21	104	42	88	31	8	273
16-Feb-21	103	38	89	29	8	266
17-Feb-21	105	34	86	32	9	266
18-Feb-21	106	31	83	34	8	262
19-Feb-21	106	34	76	34	9	259
20-Feb-21	108	33	69	31	8	249
21-Feb-21	108	34	67	27	8	245
22-Feb-21	108	38	80	32	8	265
23-Feb-21	108	52	84	35	8	286
24-Feb-21	111	45	89	37	8	289
25-Feb-21	111	52	107	33	9	312
26-Feb-21	108	52	102	34	8	304
27-Feb-21	110	56	93	31	8	298
28-Feb-21	109	46	73	34	8	270
01-Mar-21	109	47	93	38	12	299
02-Mar-21	110	49	85	43	15	302
03-Mar-21	116	47	74	33	9	279
04-Mar-21	113	51	70	33	9	275
05-Mar-21	115	46	89	31	10	290
06-Mar-21	117	55	101	32	10	315
07-Mar-21	110	35	75	30	9	260
08-Mar-21	109	58	89	33	8	297
09-Mar-21	113	57	92	35	9	305
10-Mar-21	111	50	93	34	8	296
11-Mar-21	108	48	87	33	10	286
12-Mar-21	107	39	78	32	9	265
13-Mar-21	108	42	78	34	10	271
14-Mar-21	108	41	66	39	9	264
15-Mar-21	109	40	92	40	9	291
16-Mar-21	110	55	112	38	10	326
17-Mar-21	107	62	109	39	10	328
18-Mar-21	105	53	101	34	10	304
19-Mar-21	100	41	109	34	9	293
20-Mar-21	102	39	93	34	8	276
21-Mar-21	100	29	63	34	7	234
22-Mar-21	107	34	99	36	8	283
23-Mar-21	112	33	96	38	9	287
24-Mar-21	112	38	89	34	8	282
25-Mar-21	105	44	102	34	8	293
26-Mar-21	104	51	103	38	4	300
27-Mar-21	100	57	98	33	4	291
28-Mar-21	102	48	67	32	4	253
29-Mar-21	108	36	63	32	4	243
30-Mar-21	112	44	69	33	4	262
31-Mar-21	111	43	69	34	6	263
01-Apr-21	109	55	76	51	9	300
02-Apr-21	108	60	81	49	8	307
03-Apr-21	103	65	79	37	8	292
04-Apr-21	108	46	70	34	7	265
05-Apr-21	107	49	95	36	7	293
06-Apr-21	111	65	86	34	6	302
07-Apr-21	113	72	94	40	6	325
08-Apr-21	115	68	85	38	5	310
09-Apr-21	110	54	84	32	9	289
10-Apr-21	106	42	79	38	8	274
11-Apr-21	100	38	68	38	9	253
12-Apr-21	108	47	71	40	9	275
13-Apr-21	105	37	63	39	7	251
14-Apr-21	104	37	58	36	12	246
15-Apr-21	102	38	58	40	11	249
16-Apr-21	102	38	64	40	9	252
17-Apr-21	104	41	83	38	10	276
18-Apr-21	109	40	64	36	12	261
19-Apr-21	109	54	72	48	11	294
20-Apr-21	111	44	67	44	11	277
21-Apr-21	113	51	79	39	12	294
22-Apr-21	130	42	73	40	8	293
23-Apr-21	141	45	71	41	11	309
24-Apr-21	147	46	72	44	10	318
25-Apr-21	139	44	70	42	8	303
26-Apr-21	139	38	70	44	8	300
27-Apr-21	141	41	69	45	9	306
28-Apr-21	141	48	74	46	9	318
29-Apr-21	156	53	74	44	7	334
30-Apr-21	149	54	71	40	10	323
01-May-21	159	41	59	40	10	308
02-May-21	158	37	59	36	10	299
03-May-21	171	41	64	37	9	322
04-May-21	182	48	67	40	10	348
05-May-21	203	55	62	48	12	380
06-May-21	196	62	75	66	16	414
07-May-21	189	61	70	58	13	391
08-May-21	189	61	72	51	16	388
09-May-21	174	59	69	53	15	369
10-May-21	184	44	63	54	15	360
11-May-21	198	39	56	51	18	362
12-May-21	201	61	55	61	17	395
13-May-21	212	67	65	71	16	433
14-May-21	202	70	58	68	18	417
15-May-21	195	58	54	58	16	382
16-May-21	178	46	57	54	15	350
17-May-21	182	43	78	54	14	369
18-May-21	185	45	69	60	15	375
19-May-21	179	44	77	74	20	394
20-May-21	198	56	73	82	20	430
21-May-21	211	58	74	89	19	450
22-May-21	208	61	77	85	19	450
23-May-21	198	55	78	79	15	425
24-May-21	193	66	85	83	13	439
25-May-21	189	58	72	77	14	410
26-May-21	194	40	60	82	15	391
27-May-21	202	40	71	113	22	449
28-May-21	227	59	92	125	26	528
29-May-21	243	69	91	123	19	544
30-May-21	265	48	75	111	16	515
31-May-21	263	64	72	104	20	522
01-Jun-21	264	43	72	106	22	507
02-Jun-21	241	53	75	106	22	497
03-Jun-21	237	57	66	105	21	486
04-Jun-21	238	58	64	100	19	479
05-Jun-21	250	39	55	98	25	468
06-Jun-21	244	45	54	97	27	467
07-Jun-21	270	52	62	106	31	521
08-Jun-21	299	51	61	92	31	534
09-Jun-21	319	50	62	100	31	563
10-Jun-21	326	46	58	100	26	556
11-Jun-21	338	49	65	97	25	575
12-Jun-21	342	53	65	112	20	591
13-Jun-21	347	47	66	121	25	606
14-Jun-21	344	65	75	124	27	636
15-Jun-21	336	58	79	119	24	616
16-Jun-21	341	62	81	123	24	631
17-Jun-21	341	56	90	116	23	625
18-Jun-21	324	57	99	109	22	611
19-Jun-21	301	54	99	113	22	589
20-Jun-21	287	54	85	129	25	580
21-Jun-21	317	59	112	133	25	646
22-Jun-21	334	66	110	134	25	669
23-Jun-21	334	54	101	134	24	648
24-Jun-21	330	40	83	135	26	614
25-Jun-21	328	47	89	123	25	612
26-Jun-21	321	52	96	126	24	620
27-Jun-21	324	47	93	130	24	617
28-Jun-21	337	53	103	125	23	641
29-Jun-21	344	57	115	122	20	658
30-Jun-21	347	46	112	133	22	661
01-Jul-21	350	43	117	131	27	669
02-Jul-21	353	37	118	134	26	667
03-Jul-21	351	40	117	132	28	668
04-Jul-21	353	38	106	131	30	657
05-Jul-21	353	53	120	140	27	692
06-Jul-21	361	54	111	140	26	692
07-Jul-21	356	51	109	137	27	680
08-Jul-21	356	25	102	130	35	648
09-Jul-21	360	33	90	139	31	653
10-Jul-21	362	27	72	141	30	632
11-Jul-21	355	27	64	138	28	612
12-Jul-21	344	25	75	141	30	615
13-Jul-21	336	28	84	136	29	612
14-Jul-21	357	31	89	138	30	644
15-Jul-21	366	31	97	141	32	667
16-Jul-21	381	32	111	140	31	695
17-Jul-21	366	35	105	141	33	679
18-Jul-21	362	22	99	131	33	647
19-Jul-21	343	24	105	125	33	630
20-Jul-21	342	24	118	108	35	627
21-Jul-21	350	26	116	109	34	634
22-Jul-21	354	32	130	113	35	663
23-Jul-21	368	32	136	111	31	678
24-Jul-21	377	26	134	124	29	690
25-Jul-21	373	23	117	125	29	667
26-Jul-21	377	27	127	123	30	685
27-Jul-21	356	25	132	115	32	660
28-Jul-21	339	25	145	126	29	665
29-Jul-21	352	25	152	127	27	684
30-Jul-21	365	23	164	126	27	705
31-Jul-21	362	24	165	132	27	710
01-Aug-21	369	24	157	137	32	718
02-Aug-21	376	29	163	142	34	744
03-Aug-21	373	28	174	144	32	751
04-Aug-21	377	26	177	141	30	751
05-Aug-21	377	28	186	141	27	759
06-Aug-21	378	31	183	148	27	766
07-Aug-21	378	42	187	143	28	778
08-Aug-21	379	31	166	140	30	745
09-Aug-21	367	35	172	126	30	730
10-Aug-21	382	32	179	113	29	735
11-Aug-21	383	41	177	118	29	748
12-Aug-21	375	41	171	116	33	736
13-Aug-21	366	40	160	142	32	739
14-Aug-21	363	36	133	125	33	690
15-Aug-21	371	35	145	143	34	729
16-Aug-21	360	44	166	139	31	739
17-Aug-21	353	43	146	141	30	713
18-Aug-21	354	36	134	139	29	692
19-Aug-21	343	35	145	142	27	693
20-Aug-21	352	39	143	145	28	706
21-Aug-21	352	39	132	145	27	695
22-Aug-21	302	33	116	146	26	622
23-Aug-21	352	36	125	147	27	687
24-Aug-21	354	44	137	150	27	712
25-Aug-21	349	45	153	145	27	719
26-Aug-21	340	57	152	146	30	725
27-Aug-21	328	76	149	145	32	731
28-Aug-21	332	70	138	149	31	720
29-Aug-21	336	46	97	148	32	658
30-Aug-21	331	40	100	148	31	650
31-Aug-21	321	34	113	146	34	649
01-Sep-21	318	37	116	146	34	650
02-Sep-21	314	42	134	151	34	676
03-Sep-21	302	42	121	153	34	652
04-Sep-21	302	31	101	144	31	609
05-Sep-21	297	24	89	144	30	584
06-Sep-21	303	34	97	141	30	604
07-Sep-21	309	29	99	142	32	611
08-Sep-21	316	28	118	145	32	639
09-Sep-21	320	26	118	146	33	643
10-Sep-21	320	26	107	144	34	631
11-Sep-21	326	34	114	145	33	653
12-Sep-21	334	35	132	139	30	670
13-Sep-21	353	45	151	141	30	720
14-Sep-21	355	43	163	140	28	729
15-Sep-21	349	46	184	140	28	747
16-Sep-21	325	41	162	138	29	695
17-Sep-21	325	41	162	138	29	695
18-Sep-21	319	51	172	120	33	694
19-Sep-21	319	47	158	124	30	678
20-Sep-21	325	55	157	135	24	696
21-Sep-21	327	43	139	126	24	658
22-Sep-21	316	44	143	132	25	660
23-Sep-21	300	52	144	128	24	648
24-Sep-21	313	62	171	126	22	693
25-Sep-21	300	54	161	130	20	665
26-Sep-21	281	45	142	127	22	618
27-Sep-21	273	45	127	119	22	586
28-Sep-21	273	43	147	116	22	602
29-Sep-21	282	52	155	124	23	636
30-Sep-21	276	70	167	120	25	660
01-Oct-21	276	67	167	115	24	649
02-Oct-21	272	54	153	114	24	618
03-Oct-21	275	61	152	110	24	622
04-Oct-21	263	79	170	117	26	655
05-Oct-21	244	81	163	114	27	630
06-Oct-21	227	80	146	114	28	594
07-Oct-21	220	81	160	110	27	599
08-Oct-21	216	69	161	109	24	579
09-Oct-21	221	65	151	115	24	576
10-Oct-21	213	54	143	117	24	551
11-Oct-21	219	63	154	111	23	570
12-Oct-21	214	74	155	111	23	576
13-Oct-21	204	62	165	101	22	554
14-Oct-21	199	51	154	92	22	519
15-Oct-21	197	33	143	90	22	484
16-Oct-21	196	40	159	90	22	505
17-Oct-21	208	32	150	98	21	509
18-Oct-21	221	32	154	102	20	529
19-Oct-21	200	41	174	134	20	570
20-Oct-21	207	45	167	127	26	571
21-Oct-21	206	43	158	135	27	569
22-Oct-21	201	51	159	131	22	563
23-Oct-21	200	50	150	125	19	544
24-Oct-21	196	41	141	122	18	518
25-Oct-21	185	49	144	113	19	510
26-Oct-21	193	52	146	107	18	516
27-Oct-21	187	55	142	100	19	502
28-Oct-21	185	53	153	98	18	507
29-Oct-21	181	48	158	98	18	502
30-Oct-21	175	45	150	94	18	482
31-Oct-21	173	40	146	83	18	460
01-Nov-21	159	39	137	81	16	433
02-Nov-21	154	34	137	78	16	419
03-Nov-21	149	29	147	74	17	416
04-Nov-21	145	25	127	73	16	386
05-Nov-21	150	24	134	71	15	395
06-Nov-21	149	25	146	71	16	407
07-Nov-21	145	27	154	66	14	406
08-Nov-21	139	36	149	70	16	410
09-Nov-21	133	32	141	66	16	388
10-Nov-21	134	35	145	64	15	393
11-Nov-21	128	37	138	60	15	378
12-Nov-21	134	35	128	63	15	375
13-Nov-21	133	37	122	60	14	366
14-Nov-21	130	29	107	56	14	337
15-Nov-21	134	42	102	60	14	351
16-Nov-21	130	35	99	57	14	335
17-Nov-21	128	38	116	55	13	350
18-Nov-21	129	42	122	54	14	361
19-Nov-21	124	30	92	55	14	314
20-Nov-21	125	32	92	54	14	317
21-Nov-21	119	27	98	51	13	308
22-Nov-21	115	35	106	52	13	321
23-Nov-21	114	37	106	53	14	325
24-Nov-21	115	38	101	52	15	320
25-Nov-21	115	35	96	51	15	312
26-Nov-21	116	34	106	51	14	322
27-Nov-21	118	33	100	50	14	315
28-Nov-21	117	32	88	44	13	294
29-Nov-21	112	36	104	47	12	311
30-Nov-21	115	39	99	48	12	313
01-Dec-21	113	32	102	47	12	306
02-Dec-21	112	31	109	45	12	308
03-Dec-21	114	32	115	48	12	320
04-Dec-21	117	30	110	48	12	316
05-Dec-21	116	25	94	44	12	291
06-Dec-21	118	31	95	42	11	299
07-Dec-21	115	33	85	39	12	284
