Date	NR	WR	SR	ER	NER	Total
28-Jan-19	26	23	41	1	0	91
29-Jan-19	23	24	64	1	0	112
30-Jan-19	19	23	76	1	0	119
31-Jan-19	18	18	76	1	0	112
01-Feb-19	21	22	70	1	0	114
02-Feb-19	19	21	73	1	0	114
03-Feb-19	23	19	76	1	0	119
04-Feb-19	22	18	74	1	0	115
05-Feb-19	23	19	70	1	0	114
06-Feb-19	22	20	73	1	0	116
07-Feb-19	20	23	67	1	0	111
08-Feb-19	23	23	67	1	0	114
09-Feb-19	21	24	69	1	0	115
10-Feb-19	19	26	70	1	0	117
11-Feb-19	20	23	68	1	0	112
12-Feb-19	24	21	73	1	0	119
13-Feb-19	21	20	78	1	0	120
14-Feb-19	19	22	80	1	0	122
15-Feb-19	22	22	73	1	0	118
16-Feb-19	25	24	78	1	0	127
17-Feb-19	21	25	79	1	0	126
18-Feb-19	20	19	80	1	0	121
19-Feb-19	21	24	74	1	0	120
20-Feb-19	15	24	76	1	0	115
21-Feb-19	19	22	82	1	0	124
22-Feb-19	26	24	83	1	0	133
23-Feb-19	24	22	84	1	0	132
24-Feb-19	25	23	83	1	0	131
25-Feb-19	26	26	82	1	0	134
26-Feb-19	18	24	79	1	0	121
27-Feb-19	24	24	74	1	0	124
28-Feb-19	24	27	77	1	0	129
01-Mar-19	22	27	78	1	0	128
02-Mar-19	11	22	75	1	0	108
03-Mar-19	19	22	77	1	0	119
04-Mar-19	22	24	77	1	0	124
05-Mar-19	25	25	82	1	0	134
06-Mar-19	26	25	85	1	0	137
07-Mar-19	25	25	84	1	0	135
08-Mar-19	24	26	80	1	0	131
09-Mar-19	30	26	76	1	0	133
10-Mar-19	23	27	74	1	0	124
11-Mar-19	26	26	80	1	0	133
12-Mar-19	22	25	80	1	0	129
13-Mar-19	20	23	82	1	0	126
14-Mar-19	24	24	84	1	0	132
15-Mar-19	27	25	84	1	0	136
16-Mar-19	24	25	84	1	0	135
17-Mar-19	30	25	85	1	0	141
18-Mar-19	21	26	85	1	0	133
19-Mar-19	26	26	82	1	0	136
20-Mar-19	25	26	76	1	0	128
21-Mar-19	26	27	82	1	0	136
22-Mar-19	26	26	82	1	0	134
23-Mar-19	24	26	81	1	0	131
24-Mar-19	24	26	81	1	0	132
25-Mar-19	22	23	60	1	0	106
26-Mar-19	30	26	84	1	0	141
27-Mar-19	28	27	82	1	0	138
28-Mar-19	29	26	83	1	0	139
29-Mar-19	23	26	83	1	0	132
30-Mar-19	26	25	82	2	0	134
31-Mar-19	28	25	84	1	0	138
01-Apr-19	29	26	82	1	0	138
02-Apr-19	28	26	79	1	0	134
03-Apr-19	28	26	80	1	0	135
04-Apr-19	26	27	80	1	0	134
05-Apr-19	24	25	82	1	0	133
06-Apr-19	29	26	82	1	0	138
07-Apr-19	25	25	79	1	0	130
08-Apr-19	28	26	78	1	0	133
09-Apr-19	25	27	79	1	0	133
10-Apr-19	26	26	84	1	0	137
11-Apr-19	24	26	81	1	0	133
12-Apr-19	25	26	85	1	0	137
13-Apr-19	23	26	87	2	0	138
14-Apr-19	23	25	86	3	0	136
15-Apr-19	22	17	90	2	0	131
16-Apr-19	17	18	87	2	0	124
17-Apr-19	20	25	78	2	0	126
18-Apr-19	29	27	85	2	0	142
19-Apr-19	26	28	84	1	0	140
20-Apr-19	28	28	85	1	0	142
21-Apr-19	27	28	85	2	0	142
22-Apr-19	26	27	85	2	0	140
23-Apr-19	27	25	86	2	0	141
24-Apr-19	25	26	88	2	0	141
25-Apr-19	25	26	92	2	0	144
26-Apr-19	24	26	80	1	0	131
27-Apr-19	26	26	80	1	0	133
28-Apr-19	33	27	75	1	0	135
29-Apr-19	27	27	74	2	0	130
30-Apr-19	27	27	74	2	0	131
01-May-19	25	25	68	3	0	121
02-May-19	26	26	81	2	0	135
03-May-19	26	26	90	2	0	144
04-May-19	26	25	88	2	0	141
05-May-19	28	25	85	1	0	139
06-May-19	34	26	86	1	0	147
07-May-19	28	27	84	2	0	141
08-May-19	26	27	81	2	0	136
09-May-19	27	26	88	2	0	142
10-May-19	24	26	86	2	0	139
11-May-19	26	26	80	2	0	133
12-May-19	26	26	77	2	0	130
13-May-19	25	25	82	1	0	133
14-May-19	25	27	81	1	0	134
15-May-19	25	25	82	2	0	134
16-May-19	29	26	85	2	0	142
17-May-19	24	27	82	2	0	135
18-May-19	28	26	85	2	0	140
19-May-19	27	25	82	2	0	137
20-May-19	29	25	86	2	0	142
21-May-19	22	26	79	1	0	128
22-May-19	26	27	85	1	0	139
23-May-19	27	26	78	2	0	134
24-May-19	27	27	84	2	0	140
25-May-19	29	23	88	2	0	143
26-May-19	28	25	88	2	0	143
27-May-19	32	26	85	2	0	146
28-May-19	35	25	84	2	0	147
29-May-19	29	26	83	1	0	139
30-May-19	25	25	76	1	0	127
31-May-19	28	25	82	2	0	137
01-Jun-19	29	24	76	2	0	131
02-Jun-19	29	24	82	2	0	138
03-Jun-19	27	24	73	3	0	128
04-Jun-19	30	0	79	2	0	112
05-Jun-19	29	0	85	2	0	117
06-Jun-19	27	24	82	2	0	135
07-Jun-19	30	23	81	3	0	137
08-Jun-19	28	23	70	3	0	123
09-Jun-19	29	23	81	2	0	136
10-Jun-19	30	23	81	2	0	136
11-Jun-19	30	23	83	2	0	138
12-Jun-19	28	21	78	2	0	129
13-Jun-19	24	20	67	2	0	114
14-Jun-19	28	23	81	2	0	134
15-Jun-19	29	21	89	2	0	141
16-Jun-19	29	24	87	2	0	142
17-Jun-19	28	21	87	2	0	138
18-Jun-19	25	19	87	2	0	133
19-Jun-19	27	19	87	2	0	136
20-Jun-19	27	22	79	2	0	131
21-Jun-19	27	21	61	2	0	112
22-Jun-19	25	22	61	2	0	110
23-Jun-19	26	21	63	3	0	113
24-Jun-19	22	19	72	2	0	115
25-Jun-19	26	20	75	2	0	123
26-Jun-19	28	19	67	2	0	116
27-Jun-19	28	21	76	2	0	127
28-Jun-19	29	20	71	2	0	121
29-Jun-19	28	17	63	2	0	110
30-Jun-19	29	17	56	2	0	103
01-Jul-19	29	19	59	1	0	108
02-Jul-19	27	20	62	2	0	112
03-Jul-19	27	15	68	2	0	112
04-Jul-19	28	12	74	2	0	115
05-Jul-19	25	12	61	2	0	100
06-Jul-19	25	12	60	2	0	99
07-Jul-19	26	17	65	2	0	109
08-Jul-19	26	18	74	2	0	119
09-Jul-19	22	19	67	2	0	110
10-Jul-19	25	21	70	2	0	119
11-Jul-19	22	19	68	2	0	112
12-Jul-19	23	20	73	2	0	117
13-Jul-19	25	20	76	2	0	123
14-Jul-19	21	21	75	2	0	118
15-Jul-19	21	20	76	2	0	118
16-Jul-19	18	22	80	2	0	121
17-Jul-19	21	21	73	2	0	117
18-Jul-19	24	23	68	2	0	116
19-Jul-19	20	22	61	2	0	105
20-Jul-19	21	20	60	2	0	104
21-Jul-19	20	19	69	2	0	111
22-Jul-19	26	23	65	2	0	116
23-Jul-19	24	23	64	2	0	113
24-Jul-19	23	21	63	2	0	109
25-Jul-19	18	16	61	2	0	97
26-Jul-19	19	12	45	2	0	78
27-Jul-19	23	11	46	2	0	82
28-Jul-19	15	9	40	2	0	66
29-Jul-19	25	9	45	2	0	81
30-Jul-19	26	10	47	2	0	85
31-Jul-19	21	10	63	2	0	96
01-Aug-19	21	10	63	2	0	96
02-Aug-19	24	12	38	2	0	75
03-Aug-19	21	13	49	2	0	85
04-Aug-19	25	13	51	2	0	91
05-Aug-19	27	13	55	3	0	98
06-Aug-19	27	14	46	2	0	90
07-Aug-19	22	11	43	2	0	79
08-Aug-19	21	9	44	1	0	75
09-Aug-19	24	6	52	2	0	85
10-Aug-19	24	6	61	2	0	93
11-Aug-19	22	15	67	2	0	107
12-Aug-19	22	18	70	2	0	112
13-Aug-19	24	17	63	2	0	105
14-Aug-19	25	12	65	2	0	104
15-Aug-19	16	9	68	2	0	96
16-Aug-19	16	12	77	2	0	107
17-Aug-19	21	16	66	2	0	105
18-Aug-19	28	16	44	2	0	90
19-Aug-19	27	20	77	2	0	127
20-Aug-19	28	22	61	3	0	114
21-Aug-19	29	21	64	2	0	116
22-Aug-19	30	22	68	2	0	121
23-Aug-19	30	21	66	2	0	119
24-Aug-19	29	18	76	2	0	125
25-Aug-19	25	15	79	2	0	122
26-Aug-19	23	12	81	2	0	118
27-Aug-19	26	15	83	2	0	126
28-Aug-19	19	14	78	2	0	113
29-Aug-19	21	18	78	2	0	119
30-Aug-19	25	18	74	2	0	119
31-Aug-19	25	19	56	2	0	102
01-Sep-19	24	16	48	2	0	90
02-Sep-19	21	17	59	2	0	100
03-Sep-19	23	16	52	2	0	93
04-Sep-19	21	16	55	2	0	94
05-Sep-19	28	15	62	2	0	107
06-Sep-19	29	15	57	2	0	103
07-Sep-19	25	15	62	2	0	103
08-Sep-19	29	14	60	2	0	105
09-Sep-19	31	12	76	2	0	121
10-Sep-19	30	11	76	2	0	119
11-Sep-19	30	13	75	2	0	119
12-Sep-19	28	11	64	2	0	105
13-Sep-19	25	10	73	2	0	110
14-Sep-19	26	8	74	2	0	110
15-Sep-19	24	12	70	2	0	108
16-Sep-19	31	16	62	3	0	111
17-Sep-19	31	18	48	2	0	99
18-Sep-19	29	18	48	2	0	96
19-Sep-19	28	17	51	2	0	98
20-Sep-19	28	18	62	2	0	110
21-Sep-19	30	18	76	2	0	127
22-Sep-19	28	18	60	2	0	108
23-Sep-19	26	18	71	2	0	117
24-Sep-19	28	17	59	2	0	106
25-Sep-19	28	19	66	2	0	114
26-Sep-19	26	14	63	1	0	105
27-Sep-19	26	13	76	2	0	116
28-Sep-19	26	14	78	1	0	120
29-Sep-19	20	15	79	2	0	116
30-Sep-19	28	14	79	2	0	123
01-Oct-19	25	17	82	2	0	126
02-Oct-19	29	22	72	2	0	125
03-Oct-19	30	20	72	2	0	124
04-Oct-19	31	20	79	2	0	132
05-Oct-19	30	21	79	2	0	132
06-Oct-19	26	21	66	2	0	115
07-Oct-19	32	22	59	2	0	115
08-Oct-19	34	22	72	2	0	131
09-Oct-19	33	23	70	2	0	128
10-Oct-19	33	23	67	2	0	125
11-Oct-19	32	23	64	2	0	120
12-Oct-19	26	23	71	2	0	122
13-Oct-19	27	23	71	2	0	124
14-Oct-19	26	24	77	2	0	130
15-Oct-19	26	24	64	2	0	117
16-Oct-19	28	23	51	2	0	105
17-Oct-19	24	22	61	2	0	108
18-Oct-19	29	20	62	2	0	113
19-Oct-19	25	16	67	2	0	110
20-Oct-19	27	15	62	2	0	105
21-Oct-19	30	16	49	2	0	97
22-Oct-19	31	18	54	2	0	105
23-Oct-19	30	17	59	2	0	108
24-Oct-19	30	18	55	1	0	105
25-Oct-19	26	17	56	1	0	100
26-Oct-19	29	16	51	1	0	97
27-Oct-19	29	13	54	2	0	98
28-Oct-19	25	17	53	2	0	96
29-Oct-19	17	18	57	2	0	93
30-Oct-19	19	20	40	2	0	81
31-Oct-19	29	21	47	2	0	100
01-Nov-19	21	19	61	2	0	103
02-Nov-19	15	14	73	2	0.1	103
03-Nov-19	16	15	70	2	0.1	103
04-Nov-19	30	21	82	2	0	134
05-Nov-19	32	21	83	2	0	137
06-Nov-19	28	20	77	2	0	126
07-Nov-19	30	16	77	2	0	125
08-Nov-19	29	19	69	1	0	118
09-Nov-19	31	21	72	1	0	125
10-Nov-19	31	20	75	2	0	127
11-Nov-19	31	20	76	2	0	129
12-Nov-19	21	20	83	2	0	127
13-Nov-19	12	19	84	2	0	116
14-Nov-19	8	20	61	2	0.1	92
15-Nov-19	17	20	60	2	0.1	98
16-Nov-19	21	20	73	2	0	115
17-Nov-19	24	20	84	2	0	130
18-Nov-19	25	20	75	2	0	122
19-Nov-19	29	18	61	2	0	110
20-Nov-19	31	20	72	2	0	126
21-Nov-19	25	22	74	2	0	124
22-Nov-19	22	21	73	2	0.2	119
23-Nov-19	25	20	87	2	0	133
24-Nov-19	26	20	82	2	0	130
25-Nov-19	29	22	83	2	0	136
26-Nov-19	19	19	75	2	0	116
27-Nov-19	25	19	72	2	0.1	117
28-Nov-19	25	20	63	2	0.1	111
29-Nov-19	28	20	64	2	0.1	114
30-Nov-19	25	19	64	2	0	109
01-Dec-19	28	16	37	2	0	83
02-Dec-19	31	18	35	2	0	86
03-Dec-19	32	20	39	2	0	93
04-Dec-19	29	19	62	2	0	112
05-Dec-19	27	18	63	2	0.1	109
06-Dec-19	25	15	61	2	0	103
07-Dec-19	28	21	68	2	0	119
08-Dec-19	29	21	56	2	0	108
09-Dec-19	28	19	75	2	0	124
10-Dec-19	28	20	74	2	0	123
11-Dec-19	20	21	77	2	0	119
12-Dec-19	8	17	80	2	0	107
13-Dec-19	19	21	82	1	0	123
14-Dec-19	28	22	65	2	0	116
15-Dec-19	22	21	72	2	0	116
16-Dec-19	24	20	83	2	0	128
17-Dec-19	25	20	73	2	0	120
18-Dec-19	28	20	65	2	0	116
19-Dec-19	24	21	76	2	0	122
20-Dec-19	26	21	70	2	0	118
21-Dec-19	28	21	74	2	0	125
22-Dec-19	31	19	77	2	0	129
23-Dec-19	31	18	71	2	0	121
24-Dec-19	26	18	77	2	0	122
25-Dec-19	23	18	73	1	0	116
26-Dec-19	25	19	65	1	0	110
27-Dec-19	30	24	76	2	0	131
28-Dec-19	27	24	75	2	0	128
29-Dec-19	26	20	77	2	0	124
30-Dec-19	25	20	77	2	0	124
31-Dec-19	15	19	68	2	0.1	105
01-Jan-20	22	16	73	1	0	111
02-Jan-20	23	14	71	1	0	109
03-Jan-20	27	17	73	1	0	118
04-Jan-20	27	19	75	1	0	122
05-Jan-20	16	22	73	1	0	112
06-Jan-20	16	24	64	1	0	105
07-Jan-20	13	18	63	1	0	96
08-Jan-20	24	20	77	1	0	122
09-Jan-20	32	25	81	1	0	139
10-Jan-20	32	26	83	1	0	143
11-Jan-20	26	23	87	1	0	138
12-Jan-20	23	22	91	1	0	137
13-Jan-20	13	19	94	2	0	128
14-Jan-20	32	21	94	1	0	149
15-Jan-20	31	20	97	1	0	150
16-Jan-20	25	22	96	1	0	144
17-Jan-20	30	23	91	1	0.1	146
18-Jan-20	32	24	80	1	0.1	138
19-Jan-20	32	22	80	1	0	135
20-Jan-20	23	24	87	2	0	136
21-Jan-20	33	23	93	1	0	151
22-Jan-20	34	25	90	1	0	150
23-Jan-20	37	25	78	1	0	141
24-Jan-20	39	27	91	2	0	158
25-Jan-20	36	24	89	2	0	151
26-Jan-20	37	26	89	2	0	154
27-Jan-20	26	23	90	1	0	139
28-Jan-20	32	23	79	2	0	136
29-Jan-20	35	25	78	1	0	139
30-Jan-20	37	27	96	1	0.2	161
31-Jan-20	38	27	96	2	0.2	163
01-Feb-20	37	27	90	2	0	156
02-Feb-20	39	26	77	2	0	144
03-Feb-20	39	24	86	2	0.1	151
04-Feb-20	32	25	86	1	0	144
05-Feb-20	36	26	85	1	0	148
06-Feb-20	40	26	92	2	0.1	159
07-Feb-20	39	25	86	1	0	151
08-Feb-20	40	26	70	1	0	136
09-Feb-20	38	28	76	1	0	144
10-Feb-20	38	26	73	2	0	139
11-Feb-20	38	24	76	2	0	140
12-Feb-20	37	25	79	2	0	142
13-Feb-20	38	26	89	1	0	154
14-Feb-20	41	27	102	2	0	172
15-Feb-20	42	27	101	2	0	171
16-Feb-20	43	27	102	2	0	174
17-Feb-20	42	29	104	2	0	176
18-Feb-20	42	29	103	1	0	175
19-Feb-20	35	26	103	2	0	165
20-Feb-20	34	27	102	1	0	164
21-Feb-20	35	26	96	1	0	158
22-Feb-20	37	27	96	1	0	161
23-Feb-20	36	27	101	1	0	164
24-Feb-20	35	26	90	2	0	153
25-Feb-20	38	28	85	1	0	152
26-Feb-20	37	29	93	1	0	160
27-Feb-20	35	27	92	1	0	155
28-Feb-20	38	24	93	2	0	157
29-Feb-20	35	25	91	1	0.1	153
01-Mar-20	36	26	92	1	0	155
02-Mar-20	40	26	85	1	0.1	153
03-Mar-20	41	28	83	2	0	153
04-Mar-20	39	29	88	1	0	158
05-Mar-20	31	28	86	2	0	147
06-Mar-20	20	27	87	1	0	135
07-Mar-20	36	30	80	1	0	147
08-Mar-20	45	28	77	2	0	152
09-Mar-20	43	27	73	2	0	144
10-Mar-20	36	25	99	1	0	162
11-Mar-20	32	28	86	1	0	148
12-Mar-20	34	31	87	1	0	153
13-Mar-20	34	32	94	1	0	162
14-Mar-20	38	30	91	1	0	161
15-Mar-20	34	28	94	2	0	158
16-Mar-20	42	27	93	2	0	164
17-Mar-20	36	27	100	5	0.1	168
18-Mar-20	44	27	101	5	0	176
19-Mar-20	39	28	93	5	0	165
20-Mar-20	40	28	93	5	0	166
21-Mar-20	39	30	100	4	0	174
22-Mar-20	36	27	92	5	0	159
23-Mar-20	33	26	94	5	0	157
24-Mar-20	30	25	96	5	0	155
25-Mar-20	28	18	97	5	0	148
26-Mar-20	17	19	97	5	0	139
27-Mar-20	30	22	97	5	0	154
28-Mar-20	45	30	98	5	0	178
29-Mar-20	45	30	95	5	0	174
30-Mar-20	45	29	96	5	0	174
31-Mar-20	35	28	98	5	0	166
01-Apr-20	46	29	90	5	0	170
02-Apr-20	46	30	95	5	0	175
03-Apr-20	47	29	93	5	0	173
04-Apr-20	37	28	89	5	0	159
05-Apr-20	38	29	84	5	0	156
06-Apr-20	39	29	83	5	0	156
07-Apr-20	39	29	77	5	0	150
08-Apr-20	44	29	89	5	0	166
09-Apr-20	43	29	83	5	0	159
10-Apr-20	41	27	91	5	0	163
11-Apr-20	42	28	97	5	0	171
12-Apr-20	42	28	88	5	0.1	163
13-Apr-20	35	28	91	5	0	159
14-Apr-20	31	27	93	5	0	156
15-Apr-20	37	25	92	5	0	159
16-Apr-20	27	27	91	5	0	150
17-Apr-20	32	25	89	5	0	151
18-Apr-20	39	26	93	5	0	162
19-Apr-20	39	27	90	5	0	160
20-Apr-20	30	27	88	5	0	150
21-Apr-20	38	29	92	5	0	163
22-Apr-20	36	28	89	5	0	158
23-Apr-20	34	27	91	5	0	157
24-Apr-20	37	28	83	5	0	152
25-Apr-20	40	29	91	4	0	165
26-Apr-20	40	26	90	5	0	160
27-Apr-20	39	28	98	5	0	169
28-Apr-20	36	28	85	5	0	154
29-Apr-20	37	28	68	5	0	137
30-Apr-20	35	28	84	5	0	152
01-May-20	43	27	87	5	0	162
02-May-20	43	29	95	5	0	171
03-May-20	35	28	93	5	0	161
04-May-20	29	28	96	5	0.1	157
05-May-20	42	29	93	5	0	168
06-May-20	37	27	84	5	0	153
07-May-20	44	30	83	5	0	161
08-May-20	45	29	83	5	0.1	162
09-May-20	43	28	84	5	0.1	160
10-May-20	36	26	84	5	0.1	151
11-May-20	37	28	86	5	0	155
12-May-20	37	27	95	5	0.1	163
13-May-20	39	26	77	5	0	148
14-May-20	40	27	80	5	0	152
15-May-20	42	27	83	5	0	156
16-May-20	41	26	74	5	0	146
17-May-20	41	27	73	5	0	146
18-May-20	43	27	67	5	0	141
19-May-20	43	28	68	4	0	143
20-May-20	43	29	82	4	0	158
21-May-20	45	30	87	4	0	166
22-May-20	44	29	85	5	0	161
23-May-20	37	29	85	4	0	156
24-May-20	38	30	83	5	0	155
25-May-20	43	28	79	5	0	155
26-May-20	44	28	80	5	0	156
27-May-20	43	28	80	5	0	156
28-May-20	41	28	82	5	0.1	156
29-May-20	38	28	80	5	0	152
30-May-20	40	27	73	5	0	144
31-May-20	40	26	70	5	0	141
01-Jun-20	37	24	71	4.8	0	136
02-Jun-20	41	20	78	4.8	0	143
03-Jun-20	31	19	73	4.7	0	128
04-Jun-20	33	21	71	4.6	0	129
05-Jun-20	22	24	80	4.6	0	131
06-Jun-20	39	25	78	4.8	0	147
07-Jun-20	40	22	71	4.9	0	139
08-Jun-20	42	25	79	4.8	0	151
09-Jun-20	42	26	79	4.8	0	152
10-Jun-20	43	24	62	4.9	0	133
11-Jun-20	42	22	38	4.9	0	107
12-Jun-20	39	22	51	4.8	0	116
13-Jun-20	31	20	62	4.7	0	117
14-Jun-20	38	20	67	4.6	0	129
15-Jun-20	40	22	69	4.8	0	136
16-Jun-20	41	22	61	4.6	0	129
17-Jun-20	42	20	58	4.7	0	125
18-Jun-20	37	23	63	4.5	0	128
19-Jun-20	39	24	68	4.5	0	135
20-Jun-20	40	24	73	5	0	141
21-Jun-20	33	22	60	4.6	0	120
22-Jun-20	42	23	62	4.7	0	132
23-Jun-20	41	21	74	4.8	0	140
24-Jun-20	36	20	80	4.8	0	141
25-Jun-20	34	22	78	5.5	0	140
26-Jun-20	38	22	76	4.5	0	141
27-Jun-20	36	24	72	4.8	0	137
28-Jun-20	38	24	65	4.9	0	132
29-Jun-20	39	23	72	4.7	0	138
30-Jun-20	41	20	65	4.7	0	131
01-Jul-20	39	28	90	4.8	0	161
02-Jul-20	41	30	84	4.8	0	160
03-Jul-20	40	27	84	4.6	0	156
04-Jul-20	41	24	71	4.9	0	141
05-Jul-20	33	17	62	4.8	0	117
06-Jul-20	33	16	70	4.6	0	123
07-Jul-20	34	20	88	4.5	0	147
08-Jul-20	34	25	87	4.8	0	151
09-Jul-20	39	26	71	4.5	0	141
10-Jul-20	38	22	67	4.6	0	132
11-Jul-20	38	25	89	4.5	0	156
12-Jul-20	35	25	90	4.8	0	155
13-Jul-20	34	25	87	4.8	0	151
14-Jul-20	35	20	68	4.7	0	128
15-Jul-20	40	19	54	4.6	0	118
16-Jul-20	37	22	63	4.6	0	126
17-Jul-20	38	27	83	4.4	0	152
18-Jul-20	34	30	89	4.3	0	158
19-Jul-20	34	27	90	4.1	0	155
20-Jul-20	36	24	86	4	0	150
21-Jul-20	25	24	99	4.2	0	153
22-Jul-20	32	28	90	4.6	0	154
23-Jul-20	42	26	64	4.3	0	137
24-Jul-20	38	24	81	4.3	0	147
25-Jul-20	35	22	78	4.4	0	139
26-Jul-20	37	29	90	4.4	0	160
27-Jul-20	40	30	103	4.3	0	178
28-Jul-20	45	26	79	4.3	0	155
29-Jul-20	39	22	73	4.4	0	138
30-Jul-20	38	22	91	4.3	0	154
31-Jul-20	29	25	88	4.5	0	147
01-Aug-20	37	25	85	4.4	0	151
02-Aug-20	40	27	94	4.4	0	164
03-Aug-20	41	25	71	4.4	0	142
04-Aug-20	42	26	61	4.4	0	134
05-Aug-20	37	21	59	4.3	0	121
06-Aug-20	35	19	77	4.3	0	136
07-Aug-20	25	23	78	4.8	0	131
08-Aug-20	26	22	82	4.8	0	134
09-Aug-20	33	18	63	4.3	0	118
10-Aug-20	30	17	62	4.5	0	113
11-Aug-20	29	17	87	4.5	0	137
12-Aug-20	38	14	69	4.3	0	126
13-Aug-20	36	11	60	4.4	0.1	112
14-Aug-20	38	16	56	4.5	0	115
15-Aug-20	33	15	48	4.5	0.1	100
16-Aug-20	37	16	42	4.4	0.1	100
17-Aug-20	36	15	62	4.3	0	118
18-Aug-20	35	15	79	4.6	0.1	134
19-Aug-20	36	16	89	4.5	0.1	145
20-Aug-20	28	17	55	4.2	0.1	105
21-Aug-20	30	17	79	4.4	0.1	130
22-Aug-20	39	15	86	4.3	0	145
23-Aug-20	38	14	87	4.6	0.1	144
24-Aug-20	33	16	85	4.6	0.1	139
25-Aug-20	26	22	98	4.5	0.1	151
26-Aug-20	27	23	87	4.4	0.1	142
27-Aug-20	28	20	85	4.4	0.1	138
28-Aug-20	37	18	97	4.6	0.1	156
29-Aug-20	18	15	98	4.6	0.1	136
30-Aug-20	29	17	100	4.6	0.1	151
31-Aug-20	18	23	101	4.5	0	147
01-Sep-20	27	27	90	4.4	0.1	149
02-Sep-20	32	22	56	4.5	0.1	115
03-Sep-20	24	24	92	4.6	0.1	145
04-Sep-20	24	29	93	4.8	0.1	151
05-Sep-20	25	29	96	4.5	0.1	154
06-Sep-20	35	27	97	4.4	0.1	164
07-Sep-20	41	30	91	4.5	0.1	166
08-Sep-20	40	27	85	4.5	0.1	157
09-Sep-20	40	27	90	4.4	0.1	161
10-Sep-20	37	23	84	4.5	0.1	148
11-Sep-20	38	25	76	4.4	0.1	144
12-Sep-20	37	25	70	4.2	0.1	137
13-Sep-20	37	26	44	4.1	0	111
14-Sep-20	35	23	48	4.5	0.1	110
15-Sep-20	33	24	74	4.1	0.1	135
16-Sep-20	37	24	72	1.5	0.1	134
17-Sep-20	39	23	79	4.5	0.1	145
18-Sep-20	40	22	70	4.4	0.1	137
19-Sep-20	39	23	54	4.6	0.1	120
20-Sep-20	36	25	55	4.3	0.1	121
21-Sep-20	40	25	62	4.3	0.1	132
22-Sep-20	39	25	76	1.4	0	141
23-Sep-20	32	19	88	3.5	0.1	142
24-Sep-20	38	23	90	4.3	0.1	155
25-Sep-20	37	25	81	4.2	0.1	147
26-Sep-20	39	25	43	4.4	0.1	111
27-Sep-20	41	29	85	4.4	0.1	159
28-Sep-20	41	30	103	4.5	0.1	178
29-Sep-20	39	29	75	4.5	0.1	148
30-Sep-20	40	28	69	1.3	0.1	138
01-Oct-20	40	29	83	3.3	0.1	154
02-Oct-20	42	31	90	4.2	0.1	167
03-Oct-20	40	30	81	4.1	0.1	156
04-Oct-20	41	28	74	3.9	0.1	146
05-Oct-20	40	28	95	4	0.1	167
06-Oct-20	42	30	102	4.1	0.1	178
07-Oct-20	40	28	90	3.9	0.1	163
08-Oct-20	41	30	87	3.9	0.1	161
09-Oct-20	41	29	81	4.1	0.1	155
10-Oct-20	41	28	74	4.8	0.1	148
11-Oct-20	40	25	44	4.7	0.1	114
12-Oct-20	41	26	61	4.7	0.1	133
13-Oct-20	39	26	59	4.7	0.1	129
14-Oct-20	38	23	60	4.5	0.1	125
15-Oct-20	36	23	74	4.4	0.1	138
16-Oct-20	34	22	88	4.4	0.1	149
17-Oct-20	32	25	92	4.4	0.1	153
18-Oct-20	27	23	83	4.7	0.1	137
19-Oct-20	35	23	82	4.7	0.1	144
20-Oct-20	34	24	75	4.6	0.1	137
21-Oct-20	39	25	61	4.5	0.1	130
22-Oct-20	38	28	74	4.3	0.1	145
23-Oct-20	37	30	86	4.3	0	158
24-Oct-20	37	30	96	4.4	0	168
25-Oct-20	37	29	93	4.5	0.1	165
26-Oct-20	33	30	91	4.7	0.1	159
27-Oct-20	36	29	97	4.7	0.1	167
28-Oct-20	35	31	97	4.5	0.1	167
29-Oct-20	32	29	87	4.6	0.1	153
30-Oct-20	34	30	96	4.5	0.1	164
31-Oct-20	33	28	94	4.5	0.1	160
01-Nov-20	32	28	98	4.4	0.1	163
02-Nov-20	38	29	94	4.4	0.1	166
03-Nov-20	37	29	94	4.6	0.1	166
04-Nov-20	37	30	88	4.7	0.1	160
05-Nov-20	38	30	93	4.5	0.1	165
06-Nov-20	37	30	82	4.4	0.1	154
07-Nov-20	34	29	86	4.3	0	154
08-Nov-20	36	29	84	3.9	0.1	152
09-Nov-20	34	28	103	4.4	0.1	169
10-Nov-20	32	28	105	4.4	0.1	171
11-Nov-20	29	27	105	4.6	0.1	165
12-Nov-20	25	26	69	4.6	0.1	124
13-Nov-20	27	27	65	4.4	0.1	124
14-Nov-20	29	27	90	4.6	0.1	150
15-Nov-20	27	27	66	4.8	0.1	125
16-Nov-20	28	27	54	4.3	0.1	114
17-Nov-20	30	28	65	4.4	0.1	128
18-Nov-20	35	25	86	4.2	0.1	151
19-Nov-20	35	25	93	4.3	0.1	157
20-Nov-20	37	28	98	4.4	0.1	167
21-Nov-20	37	30	109	4.3	0.1	180
22-Nov-20	36	30	96	4.4	0.1	166
23-Nov-20	33	31	80	4.4	0.1	148
24-Nov-20	27	33	77	4.3	0.1	141
25-Nov-20	14	29	76	4.3	0.1	123
26-Nov-20	30	26	30	4.2	0.1	91
27-Nov-20	35	27	46	4.2	0.1	112
28-Nov-20	36	30	56	4.6	0.1	126
29-Nov-20	37	29	52	4.4	0.1	123
30-Nov-20	35	33	81	4.4	0.1	154
01-Dec-20	36	31	97	4.4	0.1	168
