lon,lat,capacity_MW,installed,district,state,type
77.59669494628906,14.681184768676758,6.3,2012-04-30 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,10.5,2012-05-31 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2012-05-31 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,18.4,2012-07-07 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,9.6,2012-07-15 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,12.8,2012-07-15 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,19.2,2012-07-17 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,0.8,2012-07-18 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,3.2,2012-09-07 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,8.0,2012-09-07 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,0.8,2012-09-07 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,1.6,2012-09-29 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,50.4,2012-09-29 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,42.0,2012-10-31 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,4.2,2012-12-20 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
78.69734191894531,14.504480361938477,0.8,2012-12-30 00:00:00,YSR kadapa,Andhra Pradesh,Wind
78.69734191894531,14.504480361938477,9.0,2013-02-28 00:00:00,YSR kadapa,Andhra Pradesh,Wind
78.69734191894531,14.504480361938477,10.5,2013-03-04 00:00:00,YSR kadapa,Andhra Pradesh,Wind
78.69734191894531,14.504480361938477,4.2,2013-03-04 00:00:00,YSR kadapa,Andhra Pradesh,Wind
78.69734191894531,14.504480361938477,2.4,2013-03-31 00:00:00,YSR kadapa,Andhra Pradesh,Wind
78.69734191894531,14.504480361938477,2.4,2013-03-31 00:00:00,YSR kadapa,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,3.2,2013-05-04 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,4.0,2013-06-09 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
78.69734191894531,14.504480361938477,45.0,2013-06-16 00:00:00,YSR kadapa,Andhra Pradesh,Wind
78.69734191894531,14.504480361938477,2.1,2013-07-17 00:00:00,YSR kadapa,Andhra Pradesh,Wind
78.69734191894531,14.504480361938477,2.1,2013-07-17 00:00:00,YSR kadapa,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2013-07-17 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2013-07-17 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.4,2013-07-25 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,0.8,2013-07-26 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,43.2,2013-07-27 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,3.2,2013-08-06 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,4.0,2013-09-25 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,4.2,2013-10-15 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,4.0,2013-11-07 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,25.6,2013-11-29 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,3.2,2013-11-30 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,4.8,2013-11-30 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2013-12-17 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,25.6,2013-12-21 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,16.0,2014-01-09 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2014-02-21 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
78.03617858886719,15.83120346069336,22.1,2014-02-21 00:00:00,Kurnool,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,14.0,2014-02-21 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
78.03617858886719,15.83120346069336,15.3,2014-03-15 00:00:00,Kurnool,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,34.0,2014-03-15 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,4.2,2014-03-28 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
78.69734191894531,14.504480361938477,6.3,2014-03-31 00:00:00,YSR kadapa,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2014-06-12 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,16.0,2014-06-25 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,30.0,2014-06-26 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,48.0,2014-07-08 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.0,2014-07-26 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,30.0,2014-07-26 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,6.0,2014-08-20 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2014-11-14 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,8.4,2014-11-21 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,3.6,2014-11-26 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,1.0,2014-12-19 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
78.03617858886719,15.83120346069336,2.1,2014-12-31 00:00:00,Kurnool,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2015-01-08 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,4.2,2015-01-29 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2015-02-06 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,3.6,2015-02-21 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2015-03-31 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,10.0,2015-05-19 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,10.0,2015-05-19 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,20.0,2015-06-05 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,8.0,2015-07-01 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,25.2,2015-08-25 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,1.6,2015-09-04 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,8.0,2015-09-15 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,24.0,2015-10-08 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,100.0,2015-11-03 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,4.0,2015-11-28 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,0.8,2015-11-28 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,8.0,2015-12-15 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,23.1,2015-12-31 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.0,2016-02-20 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,4.0,2016-02-20 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.0,2016-02-20 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.0,2016-02-20 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-03-24 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-03-24 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-03-24 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,4.2,2016-03-24 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-03-24 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-03-24 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-03-24 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-03-24 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,8.4,2016-03-26 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,6.3,2016-03-26 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,21.0,2016-03-27 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-03-27 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,4.2,2016-03-27 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-03-27 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-03-27 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,4.2,2016-03-27 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-03-27 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,100.0,2016-03-28 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-03-29 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-03-29 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,8.4,2016-03-30 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-03-30 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-03-30 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-03-31 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-03-31 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,6.3,2016-03-31 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,8.4,2016-05-03 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,18.9,2016-05-20 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,44.1,2016-06-03 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
78.69734191894531,14.504480361938477,7.5,2016-06-19 00:00:00,YSR kadapa,Andhra Pradesh,Wind
78.69734191894531,14.504480361938477,3.0,2016-06-19 00:00:00,YSR kadapa,Andhra Pradesh,Wind
78.69734191894531,14.504480361938477,6.0,2016-07-13 00:00:00,YSR kadapa,Andhra Pradesh,Wind
78.03617858886719,15.83120346069336,20.4,2016-07-14 00:00:00,Kurnool,Andhra Pradesh,Wind
78.03617858886719,15.83120346069336,18.7,2016-07-14 00:00:00,Kurnool,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,23.1,2016-07-16 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-07-16 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,50.0,2016-07-21 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,24.0,2016-07-23 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,24.0,2016-07-23 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,14.7,2016-07-28 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
78.03617858886719,15.83120346069336,2.0,2016-08-03 00:00:00,Kurnool,Andhra Pradesh,Wind
78.03617858886719,15.83120346069336,6.0,2016-08-03 00:00:00,Kurnool,Andhra Pradesh,Wind
78.03617858886719,15.83120346069336,3.2,2016-08-17 00:00:00,Kurnool,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,8.4,2016-08-18 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,6.3,2016-08-20 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
78.69734191894531,14.504480361938477,24.0,2016-08-21 00:00:00,YSR kadapa,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,10.5,2016-08-24 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-08-26 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,16.0,2016-08-27 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,10.5,2016-08-31 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,18.9,2016-09-01 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
78.03617858886719,15.83120346069336,12.8,2016-09-07 00:00:00,Kurnool,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,1.6,2016-09-09 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-09-20 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-09-20 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2016-09-20 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,42.0,2016-09-28 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,23.1,2016-09-28 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
78.03617858886719,15.83120346069336,4.8,2016-09-29 00:00:00,Kurnool,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,22.0,2016-09-29 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
78.03617858886719,15.83120346069336,51.0,2016-09-29 00:00:00,Kurnool,Andhra Pradesh,Wind
78.69734191894531,14.504480361938477,17.0,2016-09-30 00:00:00,YSR kadapa,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,10.5,2016-10-13 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
78.03617858886719,15.83120346069336,28.9,2016-10-20 00:00:00,Kurnool,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,28.0,2016-10-26 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,10.5,2016-11-08 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,23.1,2016-11-29 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,8.4,2016-11-30 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,4.0,2016-12-21 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
78.03617858886719,15.83120346069336,4.8,2016-12-26 00:00:00,Kurnool,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,40.0,2016-12-27 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,16.8,2017-01-31 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
78.03617858886719,15.83120346069336,20.0,2017-02-28 00:00:00,Kurnool,Andhra Pradesh,Wind
78.03617858886719,15.83120346069336,20.0,2017-02-28 00:00:00,Kurnool,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2017-03-10 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,6.3,2017-03-10 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2017-03-10 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2017-03-10 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,8.4,2017-03-10 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,4.2,2017-03-10 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,14.7,2017-03-11 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,1.6,2017-03-12 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.4,2017-03-12 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
78.69734191894531,14.504480361938477,9.2,2017-03-17 00:00:00,YSR kadapa,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,60.0,2017-03-21 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,4.2,2017-03-22 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,4.2,2017-03-22 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,4.2,2017-03-22 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,50.4,2017-03-23 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,50.4,2017-03-23 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,48.3,2017-03-23 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,48.3,2017-03-23 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
78.03617858886719,15.83120346069336,18.4,2017-03-25 00:00:00,Kurnool,Andhra Pradesh,Wind
78.03617858886719,15.83120346069336,1.6,2017-03-25 00:00:00,Kurnool,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,14.7,2017-03-25 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,2.1,2017-03-25 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,6.3,2017-03-25 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,4.2,2017-03-25 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,6.3,2017-03-26 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,4.2,2017-03-26 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
77.59669494628906,14.681184768676758,10.5,2017-03-28 00:00:00,Ananthapuramu,Andhra Pradesh,Wind
