Latitude,Longitude,Hub height,Total power,Name,City
8.726,77.747,140,2100,S120/2100 prototype,Tirunelveli
8.337,77.699,#ND,1500,Samugarengapuram,#ND
#ND,#ND,#ND,4500,Sankeneri,#ND
#ND,#ND,#ND,6250,Sirukkalanthai,#ND
#ND,#ND,#ND,3300,Soundarapandiapuram,#ND
#ND,#ND,#ND,2500,Soundarapandiapuram,#ND
9.052,77.421,#ND,5100,Tenkasi,#ND
9.052,77.421,45,2700,Tenkasi,#ND
9.904,77.257,#ND,8000,Thalaiyoothu,#ND
9.904,77.257,#ND,8000,Thalaiyoothu,#ND
11.747,78.116,#ND,6600,Thekkampatti,#ND
10.006,77.472,#ND,3000,Theni,#ND
10.006,77.472,#ND,49500,Theni,#ND
10.006,77.472,78,49500,Theni I,#ND
10.006,77.472,78,49500,Theni II,#ND
8.733,77.700,#ND,47850,Thirunelveli,#ND
8.733,77.700,#ND,3300,Thirunelveli,#ND
8.733,77.700,#ND,6750,Thirunelveli,#ND
8.733,77.700,#ND,15000,Thirunelveli,#ND
8.252,77.774,#ND,1500,Thiruvambalapuram,#ND
8.733,77.700,#ND,10500,Tirunelveli,#ND
8.733,77.700,#ND,51000,Tirunelveli,#ND
8.156,77.461,#ND,1500,Udayathoor,#ND
8.156,77.461,#ND,6000,Udayathoor,#ND
10.585,77.248,#ND,11200,Udummalaipet,#ND
8.911,77.599,#ND,2500,Ukkirankottai,#ND
#ND,#ND,#ND,3000,Urumangulam,#ND
8.984,77.535,#ND,#ND,Uthumalai,Uthumalai
8.984,77.535,#ND,7500,Uthumalai,Uthumalai
8.984,77.535,#ND,10000,Uthumalai,#ND
8.965,77.443,#ND,9900,V.K. Pudur,#ND
10.584,77.573,85,100500,Vagarai,#ND
#ND,#ND,#ND,16500,Veeranam,#ND
9.050,77.469,#ND,1200,Vellalankulam,#ND
8.471,77.609,#ND,1250,Veppilakulam,#ND
17.380,78.490,#ND,10000,Hyderabad APSRTC,Hyderabad
17.200,77.920,120,65100,Nazeerabad,Nazeerabad
17.200,77.920,120,33600,Nazeerabad,Nazeerabad
18.045,78.261,120,31500,Zaheerabad,Medak
